,Rentrée scolaire,Académie,Code du département,Département,UAI,Nom de l'établissment,Code INSEE de la commune,Nom de la commune,Secteur,IPS
377,2021-2022,MONTPELLIER,034,HERAULT,0340063J,COLLEGE LOUIS CAHUZAC,34226,QUARANTE,public,100.3
378,2021-2022,MONTPELLIER,034,HERAULT,0340070S,COLLEGE DU JAUR,34284,SAINT PONS DE THOMIERES,public,97.0
379,2021-2022,MONTPELLIER,034,HERAULT,0340110K,COLLEGE PIC SAINT LOUP,34247,SAINT CLEMENT DE RIVIERE,public,131.9
380,2021-2022,MONTPELLIER,034,HERAULT,0340111L,COLLEGE CLEMENCEAU,34172,MONTPELLIER,public,103.1
381,2021-2022,MONTPELLIER,034,HERAULT,0340117T,COLLEGE PAUL DARDE,34142,LODEVE,public,99.6
382,2021-2022,MONTPELLIER,034,HERAULT,0340119V,COLLEGE FERDINAND FABRE,34028,BEDARIEUX,public,94.4
383,2021-2022,MONTPELLIER,034,HERAULT,0340837A,COLLEGE JEAN BENE,34199,PEZENAS,public,101.1
384,2021-2022,MONTPELLIER,034,HERAULT,0340888F,COLLEGE PRIVE NOTRE DAME,34028,BEDARIEUX,privé sous contrat,91.9
385,2021-2022,MONTPELLIER,034,HERAULT,0340891J,COLLEGE PRIVE SAINTE MADELEINE,34032,BEZIERS,privé sous contrat,106.3
386,2021-2022,MONTPELLIER,034,HERAULT,0340896P,COLLEGE PRIVE LA PRESENTATION,34111,GANGES,privé sous contrat,99.4
387,2021-2022,MONTPELLIER,034,HERAULT,0340974Z,COLLEGE EMMANUEL MAFFRE BAUGE,34194,PAULHAN,public,109.4
388,2021-2022,MONTPELLIER,034,HERAULT,0341030K,COLLEGE CAMILLE CLAUDEL,34172,MONTPELLIER,public,127.1
389,2021-2022,MONTPELLIER,034,HERAULT,0341066Z,COLLEGE JEAN PERRIN,34032,BEZIERS,public,79.8
390,2021-2022,MONTPELLIER,034,HERAULT,0341276C,COLLEGE LOUIS GERMAIN,34270,SAINT JEAN DE VEDAS,public,111.3
391,2021-2022,MONTPELLIER,034,HERAULT,0341280G,COLLEGE LES PINS,34058,CASTRIES,public,123.7
392,2021-2022,MONTPELLIER,034,HERAULT,0341387Y,COLLEGE ALFRED CROUZET,34300,SERVIAN,public,106.0
393,2021-2022,MONTPELLIER,034,HERAULT,0341388Z,COLLEGE MARCEL PAGNOL,34299,SERIGNAN,public,102.1
394,2021-2022,MONTPELLIER,034,HERAULT,0341577E,COLLEGE LE BERANGE,34022,BAILLARGUES,public,115.4
395,2021-2022,MONTPELLIER,034,HERAULT,0342077Y,COLLEGE RAY CHARLES,34095,FABREGUES,public,117.2
396,2021-2022,MONTPELLIER,034,HERAULT,0342130F,COLLEGE PIERRE DELEY,34150,MARSEILLAN,public,91.4
397,2021-2022,MONTPELLIER,034,HERAULT,0342186S,COLLEGE MAX ROUQUETTE,34239,SAINT ANDRE DE SANGONIS,public,108.6
398,2021-2022,MONTPELLIER,034,HERAULT,0342326U,COLLEGE BOBY LAPOINTE,34237,ROUJAN,public,106.0
550,2021-2022,MONTPELLIER,048,LOZERE,0480006W,COLLEGE SPORT NATURE,48034,LA CANOURGUE,public,118.2
551,2021-2022,MONTPELLIER,048,LOZERE,0480015F,COLLEGE ACHILLE ROUSSON,48148,SAINT ETIENNE VALLEE FRANCAISE,public,111.3
552,2021-2022,MONTPELLIER,048,LOZERE,0480032Z,COLLEGE PRIVE SAINT PRIVAT,48095,MENDE,privé sous contrat,105.9
849,2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660001T,COLLEGE DES ALBERES,66008,ARGELES SUR MER,public,96.6
850,2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660007Z,COLLEGE IRENE JOLIOT CURIE,66071,ESTAGEL,public,100.2
851,2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660019M,COLLEGE SAINT EXUPERY,66136,PERPIGNAN,public,76.5
852,2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660022R,COLLEGE GUSTAVE VIOLET,66149,PRADES,public,100.2
853,2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660634F,COLLEGE CLIMATIQUE ET SPORTIF,66124,FONT ROMEU ODEILLO VIA,public,114.4
854,2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660648W,COLLEGE LA COTE RADIEUSE,66037,CANET EN ROUSSILLON,public,103.4
855,2021-2022,MONTPELLIER,066,PYRENEES-ORIENTALES,0660865G,COLLEGE PIERRE MENDES FRANCE,66168,SAINT ANDRE,public,109.9
1504,2021-2022,MONTPELLIER,011,AUDE,0110044N,COLLEGE PRIVE JEANNE D ARC,11069,CARCASSONNE,privé sous contrat,118.2
1505,2021-2022,MONTPELLIER,011,AUDE,0110665N,COLLEGE VARSOVIE,11069,CARCASSONNE,public,105.1
1506,2021-2022,MONTPELLIER,011,AUDE,0110674Y,COLLEGE GASTON BONHEUR,11397,TREBES,public,91.5
1507,2021-2022,MONTPELLIER,011,AUDE,0110810W,COLLEGE DE GRAZAILLES,11069,CARCASSONNE,public,87.7
1693,2021-2022,MONTPELLIER,030,GARD,0300032X,COLLEGE DE COUTACH,30210,QUISSAC,public,113.4
1694,2021-2022,MONTPELLIER,030,GARD,0300039E,COLLEGE DE LA GALABERTE,30263,SAINT HIPPOLYTE DU FORT,public,104.1
1695,2021-2022,MONTPELLIER,030,GARD,0300059B,COLLEGE JULES VERNE,30189,NIMES,public,71.9
1696,2021-2022,MONTPELLIER,030,GARD,0300088H,COLLEGE PRIVE SAINT JEAN,30028,BAGNOLS SUR CEZE,privé sous contrat,115.0
1697,2021-2022,MONTPELLIER,030,GARD,0300093N,COLLEGE PRIVE SAINT JEAN BAPTISTE DE LA SALLE,30189,NIMES,privé sous contrat,109.9
1698,2021-2022,MONTPELLIER,030,GARD,0300098U,COLLEGE PRIVE NOTRE DAME,30202,PONT SAINT ESPRIT,privé sous contrat,106.4
1699,2021-2022,MONTPELLIER,030,GARD,0300946R,COLLEGE REVOLUTION,30189,NIMES,public,114.5
1700,2021-2022,MONTPELLIER,030,GARD,0301213F,COLLEGE PAUL VALERY,30221,ROQUEMAURE,public,106.2
1701,2021-2022,MONTPELLIER,030,GARD,0301746K,COLLEGE VIA DOMITIA,30155,MANDUEL,public,104.2
1702,2021-2022,MONTPELLIER,030,GARD,0301747L,COLLEGE,30146,LEDIGNAN,public,99.6
1752,2021-2022,MONTPELLIER,034,HERAULT,0340021N,COLLEGE JULES FERRY,34069,CAZOULS LES BEZIERS,public,98.8
1753,2021-2022,MONTPELLIER,034,HERAULT,0340048T,COLLEGE CLEMENCE ROYER,34172,MONTPELLIER,public,111.4
1754,2021-2022,MONTPELLIER,034,HERAULT,0340869K,COLLEGE PRIVE PIC LA SALLE (PRIVE IMMACULEE CONCEPTION),34032,BEZIERS,privé sous contrat,124.6
1755,2021-2022,MONTPELLIER,034,HERAULT,0340872N,COLLEGE PRIVE FENELON,34032,BEZIERS,privé sous contrat,113.8
1756,2021-2022,MONTPELLIER,034,HERAULT,0340908C,COLLEGE PRIVE SAINT CHARLES,34259,SAINT GEORGES D ORQUES,privé sous contrat,123.7
1757,2021-2022,MONTPELLIER,034,HERAULT,0340998A,COLLEGE JEU DE MAIL,34172,MONTPELLIER,public,94.3
1758,2021-2022,MONTPELLIER,034,HERAULT,0341028H,COLLEGE GEORGES BRASSENS,34129,LATTES,public,114.2
1759,2021-2022,MONTPELLIER,034,HERAULT,0341367B,COLLEGE PAUL BERT,34052,CAPESTANG,public,104.6
1760,2021-2022,MONTPELLIER,034,HERAULT,0341656R,COLLEGE PHILIPPE LAMOUR,34344,LA GRANDE MOTTE,public,110.1
1761,2021-2022,MONTPELLIER,034,HERAULT,0341726S,COLLEGE PRIVE NAZARETH,34172,MONTPELLIER,privé sous contrat,75.2
1762,2021-2022,MONTPELLIER,034,HERAULT,0341825Z,COLLEGE AMBRUSSUM,34145,LUNEL,public,107.6
1763,2021-2022,MONTPELLIER,034,HERAULT,0342012C,COLLEGI CALANDRETA LEON CORDAS (COLLEGE PRIVE),34172,MONTPELLIER,privé sous contrat,123.1
1764,2021-2022,MONTPELLIER,034,HERAULT,0342036D,COLLEGE PIERRE MENDES FRANCE,34120,JACOU,public,129.2
1765,2021-2022,MONTPELLIER,034,HERAULT,0342078Z,COLLEGE DES SALINS,34337,VILLENEUVE LES MAGUELONE,public,108.4
1766,2021-2022,MONTPELLIER,034,HERAULT,0342147Z,COLLEGE PRIVE BEIT CHALOM,34172,MONTPELLIER,privé sous contrat,72.3
1945,2021-2022,MONTPELLIER,048,LOZERE,0480001R,COLLEGE HENRI ROUVIERE,48027,MONT LOZERE ET GOULET,public,105.5
1946,2021-2022,MONTPELLIER,048,LOZERE,0480002S,COLLEGE HENRI GAMALA,48051,LE COLLET DE DEZE,public,105.1
1947,2021-2022,MONTPELLIER,048,LOZERE,0480003T,COLLEGE DES TROIS VALLEES,48061,FLORAC TROIS RIVIERES,public,106.8
1948,2021-2022,MONTPELLIER,048,LOZERE,0480034B,COLLEGE PRIVE SAINTE MARIE,48096,MEYRUEIS,privé sous contrat,101.7
