,label,annee,localite,departement,nom_etablissement,position,rne,latitude,longitude
129,1,2019,Toulouse,031,Lycée polyvalent des Métiers Joseph Galliéni,"[43.573407691, 1.42613974897]",0312759F,43.573407691,1.42613974897
130,1,2021,Toulouse,031,Lycée d'enseignement général Pierre de Fermat,"[43.6033277439, 1.44048705862]",0310036W,43.6033277439,1.44048705862
131,1,2021,Toulouse,031,Lycée d'enseignement général Saint Sernin,"[43.6086892744, 1.44015057728]",0310041B,43.6086892744,1.44015057728
132,1,2021,Toulouse,031,Lycée professionnel Urbain Vitry,"[43.6393360744, 1.44051019496]",0310053P,43.6393360744,1.44051019496
133,1,2021,Toulouse,031,Lycée d'enseignement général et technologique Rive Gauche,"[43.5854129782, 1.39778022284]",0311323V,43.5854129782,1.39778022284
134,1,2018,Tournefeuille,031,Lycée polyvalent Marie Louise Dissard Françoise,"[43.5766897088, 1.31268051419]",0312746S,43.5766897088,1.31268051419
135,2,2017,Uzès,030,Lycée d'enseignement général et technologique Charles Gide,"[44.0162171007, 4.42207491544]",0300046M,44.0162171007,4.42207491544
136,1,2018,Uzès,030,Lycée professionnel Georges Guynemer,"[44.0141048041, 4.4210093918]",0300047N,44.0141048041,4.4210093918
137,1,2021,Valence,082,Lycée polyvalent Jean Baylet,"[44.1136116201, 0.896530489756]",0820899G,44.1136116201,0.896530489756
138,1,2018,Vic-en-Bigorre,065,Lycée d'enseignement général Pierre Mendès France,"[43.3887579296, 0.056319712331]",0650038N,43.3887579296,0.056319712331
139,1,2019,Villefranche-de-Rouergue,012,Lycée d'enseignement général et technologique Agricole Epla de Villefranche de Rouergue,"[44.352189, 2.025009]",0120621K,44.352189,2.025009
140,1,2021,Villefranche-de-Rouergue,012,Lycée d'enseignement général et technologique Agricole de Villefranche de Rouergue,"[44.3528913762, 2.02161937065]",0120621K,44.3528913762,2.02161937065
141,1,2019,Villelongue-dels-Monts,066,Lycée professionnel Alfred Sauvy,"[42.5438599342, 2.89186960559]",0660026V,42.5438599342,2.89186960559
142,3,2019,Villeneuve-lès-Avignon,030,Lycée d'enseignement général et technologique Jean Vilar,"[43.9809793592, 4.79051993015]",0301722J,43.9809793592,4.79051993015
143,1,2017,Agde,034,Lycée polyvalent Auguste Loubatières,"[43.3000701903, 3.48305956456]",0340002T,43.3000701903,3.48305956456
144,1,2017,Albi,081,Lycée professionnel Toulouse Lautrec,"[43.925946863, 2.13937959645]",0810003N,43.925946863,2.13937959645
145,1,2017,Albi,081,Lycée d'enseignement général Bellevue,"[43.9191566269, 2.16069961044]",0810005R,43.9191566269,2.16069961044
146,1,2019,Alès,030,Lycée polyvalent des Métiers Jean Baptiste Dumas,"[44.1300769158, 4.07498948252]",0300002P,44.1300769158,4.07498948252
147,2,2019,Argelès-Gazost,065,Lycée climatique Climatique René Billères,"[43.002631819, -0.0938703120221]",0650001Y,43.002631819,-0.0938703120221
148,1,2017,Argelès-sur-Mer,066,Lycée polyvalent Christian Bourquin,"[42.5655105974, 3.00579015568]",0660924W,42.5655105974,3.00579015568
149,1,2019,Argelès-sur-Mer,066,Lycée polyvalent Christian Bourquin,"[42.5655105974, 3.00579015568]",0660924W,42.5655105974,3.00579015568
150,1,2018,Auch,032,Lycée d'enseignement général et technologique Agricole,"[43.62190345494267, 0.5723183147337335]",0320039U,43.62190345494267,0.5723183147337335
151,3,2018,Auch,032,Lycée d'enseignement général et technologique Pardailhan,"[43.6538282674, 0.577750488662]",0320002D,43.6538282674,0.577750488662
152,1,2018,Auch,032,Lycée polyvalent des Métiers Le Garros,"[43.6306132611, 0.590330176526]",0320067Z,43.6306132611,0.590330176526
153,3,2019,Auch,032,Lycée d'enseignement général et technologique Pardailhan,"[43.6538282674, 0.577750488662]",0320002D,43.6538282674,0.577750488662
154,2,2019,Auch,032,Lycée polyvalent des Métiers Le Garros,"[43.6306132611, 0.590330176526]",0320067Z,43.6306132611,0.590330176526
155,2,2021,Auch,032,Lycée d'enseignement général et technologique Agricole d'Auch,"[43.6219114239, 0.572310544165]",0320039U,43.6219114239,0.572310544165
156,3,2021,Auch,032,Lycée professionnel Pardailhan,"[43.6535380428, 0.578259928462]",0320040V,43.6535380428,0.578259928462
157,1,2019,Aureilhan,065,Lycée professionnel Sixte Vignon,"[43.2453359939, 0.0851603398894]",0650028C,43.2453359939,0.0851603398894
158,1,2017,Bagnols-sur-Cèze,030,Lycée polyvalent Albert Einstein,"[44.1638024321, 4.61178004196]",0300950V,44.1638024321,4.61178004196
159,1,2019,Bagnols-sur-Cèze,030,Lycée polyvalent Albert Einstein,"[44.1638024321, 4.61178004196]",0300950V,44.1638024321,4.61178004196
160,1,2018,Beaumont-de-Lomagne,082,Lycée professionnel des Métiers du Bâtiment et de la Topographie,"[43.8769993582, 0.977210268058]",0820001F,43.8769993582,0.977210268058
161,2,2017,Bédarieux,034,Lycée d'enseignement général Ferdinand Fabre,"[43.6104634486, 3.1544003622]",0340005W,43.6104634486,3.1544003622
162,1,2019,Bédarieux,034,Lycée d'enseignement général Ferdinand Fabre,"[43.6104634486, 3.1544003622]",0340005W,43.6104634486,3.1544003622
163,1,2018,Béziers,034,Lycée polyvalent Jean Moulin,"[43.341574183, 3.23496053762]",0340011C,43.341574183,3.23496053762
164,1,2018,Béziers,034,Lycée professionnel Jean Mermoz,"[43.3492617569, 3.233909559]",0340012D,43.3492617569,3.233909559
165,1,2019,Béziers,034,Lycée d'enseignement général et technologique Henri IV,"[43.3433939023, 3.20965056774]",0340009A,43.3433939023,3.20965056774
166,2,2018,Canet-en-Roussillon,066,Lycée polyvalent Rosa Luxemburg,"[42.702365358, 3.02665025419]",0660856X,42.702365358,3.02665025419
167,1,2018,Carcassonne,011,Lycée d'enseignement général et technologique Agricole Charlemagne,"[43.19726073310008, 2.3549407165561864]",0110669T,43.19726073310008,2.3549407165561864
168,1,2017,Carmaux,081,Lycée polyvalent Jean Jaurès,"[44.049078435, 2.14076962798]",0810012Y,44.049078435,2.14076962798
169,1,2021,Carmaux,081,Lycée polyvalent Jean Jaurès,"[44.049078435, 2.14076962798]",0810012Y,44.049078435,2.14076962798
170,1,2017,Castelsarrasin,082,Lycée polyvalent Jean de Prades,"[44.031367027, 1.12059055212]",0820004J,44.031367027,1.12059055212
171,1,2018,Castelsarrasin,082,Lycée polyvalent Jean de Prades,"[44.031367027, 1.12059055212]",0820004J,44.031367027,1.12059055212
172,1,2018,Castres,081,Lycée professionnel Le Sidobre,"[43.5959446493, 2.23629971146]",0810016C,43.5959446493,2.23629971146
173,1,2018,Castres,081,Lycée d'enseignement général et technologique Borde Basse,"[43.6262053927, 2.25945350827]",0810959C,43.6262053927,2.25945350827
174,1,2019,Castres,081,Lycée professionnel Le Sidobre,"[43.5959446493, 2.23629971146]",0810016C,43.5959446493,2.23629971146
175,1,2021,Castres,081,Lycée professionnel Anne Veaute,"[43.6024716659, 2.2347406107]",0810018E,43.6024716659,2.2347406107
176,1,2021,Cazères,031,Lycée polyvalent Martin Malvy,"[43.2097472528, 1.07745254091]",0312995M,43.2097472528,1.07745254091
177,3,2018,Clermont-l'Hérault,034,Lycée d'enseignement général et technologique René Gosse,"[43.6261906228, 3.43196950024]",0340023R,43.6261906228,3.43196950024
178,1,2017,Colomiers,031,Lycée d'enseignement général et technologique International Victor Hugo,"[43.6159163683, 1.30821054004]",0312093G,43.6159163683,1.30821054004
179,1,2017,Figeac,046,Lycée d'enseignement général et technologique des Métiers Champollion,"[44.6088987897, 2.0274603131]",0460010L,44.6088987897,2.0274603131
180,1,2018,Figeac,046,Lycée professionnel Champollion,"[44.6082998232, 2.02732948373]",0460032K,44.6082998232,2.02732948373
181,1,2019,Figeac,046,Lycée d'enseignement général et technologique Agricole de Figeac,"[44.572952899774066, 2.0288178067268925]",0460490H,44.572952899774066,2.0288178067268925
182,1,2021,Figeac,046,Lycée d'enseignement général et technologique des Métiers Champollion,"[44.6088987897, 2.0274603131]",0460010L,44.6088987897,2.0274603131
183,2,2018,Fonsorbes,031,Lycée d'enseignement général Clémence Royer,"[43.528554156, 1.2075304596]",0312754A,43.528554156,1.2075304596
184,2,2019,Fonsorbes,031,Lycée d'enseignement général Clémence Royer,"[43.528554156, 1.2075304596]",0312754A,43.528554156,1.2075304596
185,1,2017,Gaillac,081,Lycée d'enseignement général et technologique Victor Hugo,"[43.9034934707, 1.90047971624]",0810023K,43.9034934707,1.90047971624
186,1,2021,Gaillac,081,Lycée d'enseignement général et technologique Victor Hugo,"[43.9034934707, 1.90047971624]",0810023K,43.9034934707,1.90047971624
187,1,2019,Graulhet,081,Lycée professionnel Docteur Clément de Pemille,"[43.7653960604, 1.99608948763]",0810995S,43.7653960604,1.99608948763
188,2,2019,Lannemezan,065,Lycée d'enseignement général Michelet,"[43.1267811543, 0.386690372778]",0650012K,43.1267811543,0.386690372778
189,1,2018,Lavaur,081,Lycée professionnel Lavaur,"[43.6993476, 1.8209165]",0810578N,43.6993476,1.8209165
190,1,2019,Lavaur,081,Lycée d'enseignement général Las Cases,"[43.699565241, 1.82042999045]",0810030T,43.699565241,1.82042999045
191,1,2021,Lavaur,081,Lycée professionnel de Lavaur,"[43.695060623, 1.8651494127]",0810578N,43.695060623,1.8651494127
192,1,2019,Lavelanet,009,Lycée professionnel Joseph Marie Jacquard,"[42.9210527456, 1.84102035978]",0090006H,42.9210527456,1.84102035978
193,2,2018,Lectoure,032,Lycée polyvalent Maréchal Lannes,"[43.9309034481, 0.629310333132]",0320015T,43.9309034481,0.629310333132
194,1,2021,Lectoure,032,Lycée polyvalent Maréchal Lannes,"[43.9309034481, 0.629310333132]",0320015T,43.9309034481,0.629310333132
195,1,2019,Lézignan-Corbières,011,Lycée polyvalent Érnest Ferroul,"[43.1817404504, 2.75881965271]",0111048E,43.1817404504,2.75881965271
196,1,2018,Limoux,011,Lycée polyvalent Jacques Ruffié,"[43.0508087482, 2.2194301731]",0110019L,43.0508087482,2.2194301731
197,1,2018,L'Isle-Jourdain,032,Lycée d'enseignement général Joseph Saverne,"[43.6128620627, 1.08492003203]",0320036R,43.6128620627,1.08492003203
198,1,2019,Lourdes,065,Lycée d'enseignement général et technologique la Serre de Sarsan,"[43.1069857495, -0.0250796215339]",0650040R,43.1069857495,-0.0250796215339
199,1,2021,Lourdes,065,Lycée professionnel de l'Arrouza,"[43.0899003529, -0.0488904495107]",0650014M,43.0899003529,-0.0488904495107
200,1,2018,Lunel,034,Lycée polyvalent Victor Hugo,"[43.6901690695, 4.13696988813]",0342090M,43.6901690695,4.13696988813
201,1,2019,Lunel,034,Lycée polyvalent Louis Feuillade,"[43.6709371975, 4.12241051571]",0340030Y,43.6709371975,4.12241051571
202,1,2019,Lunel,034,Lycée polyvalent Victor Hugo,"[43.6901690695, 4.13696988813]",0342090M,43.6901690695,4.13696988813
203,1,2018,Mazamet,081,Lycée professionnel Marie Antoinette Riess,"[43.5018496145, 2.3807897578]",0811324Z,43.5018496145,2.3807897578
204,1,2019,Mazamet,081,Lycée d'enseignement général et technologique Maréchal Soult,"[43.502112181, 2.38029004649]",0810033W,43.502112181,2.38029004649
205,1,2019,Mazamet,081,Lycée professionnel Marie Antoinette Riess,"[43.5018496145, 2.3807897578]",0811324Z,43.5018496145,2.3807897578
206,1,2017,Mende,048,Lycée d'enseignement général et technologique Émile Peytavin,"[44.5251660441, 3.47842986926]",0480009Z,44.5251660441,3.47842986926
207,1,2018,Mende,048,Lycée d'enseignement général et technologique Émile Peytavin,"[44.5251660441, 3.47842986926]",0480009Z,44.5251660441,3.47842986926
208,1,2019,Mende,048,Lycée d'enseignement général et technologique Émile Peytavin,"[44.5251660441, 3.47842986926]",0480009Z,44.5251660441,3.47842986926
209,1,2021,Mende,048,Lycée professionnel Emil,"[44.5249679469, 3.47927005964]",0480019K,44.5249679469,3.47927005964
210,2,2017,Milhaud,030,Lycée polyvalent des Métiers Geneviève de Gaulle Anthonioz,"[43.7858269439, 4.30962979202]",0301654K,43.7858269439,4.30962979202
211,2,2018,Milhaud,030,Lycée polyvalent des Métiers Geneviève de Gaulle Anthonioz,"[43.7858269439, 4.30962979202]",0301654K,43.7858269439,4.30962979202
212,2,2021,Milhaud,030,Lycée polyvalent des Métiers Geneviève de Gaulle Anthonioz,"[43.7858269439, 4.30962979202]",0301654K,43.7858269439,4.30962979202
213,1,2021,Millau,012,Lycée professionnel Jean Vigo,"[44.0900876684, 3.05575839402]",0120014A,44.0900876684,3.05575839402
214,3,2018,Mirande,032,Lycée professionnel Mirande,"[43.530172, 0.401851]",0320557G,43.530172,0.401851
215,1,2017,Moissac,082,Lycée d'enseignement général François Mitterrand,"[44.1045659889, 1.09296977915]",0820016X,44.1045659889,1.09296977915
216,1,2017,Montauban,082,Lycée d'enseignement général Michelet,"[44.0142380592, 1.36266992623]",0820020B,44.0142380592,1.36266992623
217,1,2019,Montauban,082,Lycée professionnel Bourdelle,"[44.014317048, 1.36862009138]",0820032P,44.014317048,1.36862009138
218,1,2017,Montpellier,034,Lycée d'enseignement général et technologique Legta de l'Hérault,"[43.64594, 3.862756]",0340128E,43.64594,3.862756
219,1,2017,Montpellier,034,Lycée d'enseignement général et technologique Georges Clémenceau,"[43.6026634567, 3.873020613]",0340039H,43.6026634567,3.873020613
220,2,2017,Montpellier,034,Lycée polyvalent Jules Guesde,"[43.6117160758, 3.8479700774]",0340040J,43.6117160758,3.8479700774
221,2,2017,Montpellier,034,Lycée professionnel Pierre Mendès France,"[43.5976816426, 3.91826025291]",0340043M,43.5976816426,3.91826025291
222,1,2019,Montpellier,034,Lycée polyvalent des Métiers Georges Frêche,"[43.6049332853, 3.91206971476]",0342225J,43.6049332853,3.91206971476
223,1,2021,Montpellier,034,Lycée d'enseignement général et technologique Joffre,"[43.6120782561, 3.88470980317]",0340038G,43.6120782561,3.88470980317
224,1,2021,Montpellier,034,Lycée polyvalent Jean Mermoz,"[43.6116328222, 3.89088020406]",0340042L,43.6116328222,3.89088020406
225,1,2021,Montpellier,034,Lycée professionnel Jules Ferry,"[43.606075055, 3.84160977179]",0340045P,43.606075055,3.84160977179
226,2,2021,Montpellier,034,Lycée polyvalent des Métiers Georges Frêche,"[43.6049332853, 3.91206971476]",0342225J,43.6049332853,3.91206971476
227,1,2017,Muret,031,Lycée d'enseignement général et technologique Pierre d'Aragon,"[43.4542722924, 1.33068939434]",0310024H,43.4542722924,1.33068939434
228,2,2018,Muret,031,Lycée polyvalent des Métiers Charles de Gaulle,"[43.4688650393, 1.32162060132]",0312822Z,43.4688650393,1.32162060132
229,2,2019,Muret,031,Lycée polyvalent des Métiers Charles de Gaulle,"[43.4688650393, 1.32162060132]",0312822Z,43.4688650393,1.32162060132
230,1,2017,Nîmes,030,Lycée professionnel Gaston Darboux,"[43.819444363, 4.32827956241]",0300057Z,43.819444363,4.32827956241
231,2,2018,Nîmes,030,Lycée d'enseignement général et technologique Dhuoda,"[43.8275977699, 4.35598988666]",0300026R,43.8275977699,4.35598988666
232,2,2018,Nîmes,030,Lycée polyvalent Ernest Hemingway,"[43.8248989704, 4.35335005806]",0300027S,43.8248989704,4.35335005806
233,2,2019,Nîmes,030,Lycée d'enseignement général et technologique Alphonse Daudet,"[43.8353556886, 4.35724947326]",0300021K,43.8353556886,4.35724947326
234,3,2019,Nîmes,030,Lycée d'enseignement général et technologique Albert Camus,"[43.8354908641, 4.34554004061]",0300023M,43.8354908641,4.34554004061
235,2,2019,Nîmes,030,Lycée d'enseignement général et technologique Dhuoda,"[43.8275977699, 4.35598988666]",0300026R,43.8275977699,4.35598988666
236,1,2019,Nîmes,030,Lycée polyvalent Ernest Hemingway,"[43.8248989704, 4.35335005806]",0300027S,43.8248989704,4.35335005806
237,1,2019,Nîmes,030,Lycée professionnel Gaston Darboux,"[43.819444363, 4.32827956241]",0300057Z,43.819444363,4.32827956241
238,1,2019,Nîmes,030,Lycée d'enseignement général et technologique Philippe Lamour,"[43.831576246, 4.3848306214]",0301552Z,43.831576246,4.3848306214
239,2,2021,Nîmes,030,Lycée d'enseignement général et technologique Alphonse Daudet,"[43.8353556886, 4.35724947326]",0300021K,43.8353556886,4.35724947326
240,3,2021,Nîmes,030,Lycée d'enseignement général et technologique Dhuoda,"[43.8275977699, 4.35598988666]",0300026R,43.8275977699,4.35598988666
241,1,2021,Nîmes,030,Lycée professionnel Gaston Darboux,"[43.819444363, 4.32827956241]",0300057Z,43.819444363,4.32827956241
242,1,2021,Nîmes,030,Lycée d'enseignement général et technologique Philippe Lamour,"[43.831576246, 4.3848306214]",0301552Z,43.831576246,4.3848306214
243,2,2021,Pamiers,009,Lycée d'enseignement général et technologique Agricole de Pamiers,"[43.1234376495, 1.64324988791]",0090022A,43.1234376495,1.64324988791
244,3,2019,Pavie,032,Lycée d'enseignement général et technologique Site de Pavie Legta d'Auch,"[43.615843, 0.595296]",0320530C,43.615843,0.595296
245,1,2021,Pavie,032,Lycée d'enseignement général et technologique Agricole d'Auch Site de Pavie,"[43.6141140074, 0.595470070604]",0320530C,43.6141140074,0.595470070604
246,1,2017,Perpignan,066,Lycée d'enseignement général et technologique François Arago,"[42.6947528759, 2.8860399788]",0660010C,42.6947528759,2.8860399788
247,2,2017,Perpignan,066,Établissement régional d'enseignement adapté Joan Miro,"[42.6792906474, 2.8951702806]",0660078B,42.6792906474,2.8951702806
248,2,2019,Perpignan,066,Lycée polyvalent Jean Lurçat,"[42.6924472063, 2.90913006884]",0660011D,42.6924472063,2.90913006884
249,1,2021,Perpignan,066,Lycée polyvalent Jean Lurçat,"[42.6924472063, 2.90913006884]",0660011D,42.6924472063,2.90913006884
250,3,2021,Perpignan,066,Lycée polyvalent Aristide Maillol,"[42.7175723734, 2.88617943594]",0660809W,42.7175723734,2.88617943594
251,1,2018,Pézenas,034,Lycée professionnel Charles Alliès,"[43.4572682191, 3.41767006933]",0340061G,43.4572682191,3.41767006933
252,1,2021,Pézenas,034,Lycée professionnel Charles Alliès,"[43.4572682191, 3.41767006933]",0340061G,43.4572682191,3.41767006933
253,2,2017,Prades,066,Lycée polyvalent Charles Renouvier,"[42.6242604437, 2.41702969015]",0660021P,42.6242604437,2.41702969015
254,1,2018,Quillan,011,Lycée professionnel Edouard Herriot,"[42.8752978492, 2.1800003043]",0110027V,42.8752978492,2.1800003043
255,1,2021,Quillan,011,Lycée professionnel Édouard Herriot,"[42.8752978492, 2.1800003043]",0110027V,42.8752978492,2.1800003043
256,1,2021,Revel,031,Lycée d'enseignement général et technologique des Métiers Vincent Auriol,"[43.4560009798, 2.01188962995]",0310028M,43.4560009798,2.01188962995
257,1,2018,Riscle,032,Lycée professionnel Riscle,"[43.657837, -0.082816]",0320646D,43.657837,-0.082816
258,1,2021,Riscle,032,Lycée professionnel de Riscle,"[43.6573098417, -0.0847397968816]",0320646D,43.6573098417,-0.0847397968816
259,1,2017,Rodez,012,Lycée d'enseignement général et technologique des Métiers Alexis Monteil,"[44.3569646604, 2.57158995484]",0120024L,44.3569646604,2.57158995484
260,1,2018,Rodez,012,Lycée d'enseignement général et technologique des Métiers Alexis Monteil,"[44.3569646604, 2.57158995484]",0120024L,44.3569646604,2.57158995484
261,1,2018,Rodez,012,Lycée professionnel Alexis Monteil,"[44.3571261257, 2.57237039021]",0120037A,44.3571261257,2.57237039021
262,1,2021,Rodez,012,Lycée d'enseignement général Ferdinand Foch,"[44.3496434349, 2.55991950032]",0120022J,44.3496434349,2.55991950032
263,1,2021,Rodez,012,Lycée d'enseignement général et technologique des Métiers Alexis Monteil,"[44.3569646604, 2.57158995484]",0120024L,44.3569646604,2.57158995484
264,1,2019,Rodilhan,030,Lycée ens général technologique professionnel agricole et Professionnel Agricole Marie Durand,"[43.830858, 4.440009]",0300139N,43.830858,4.440009
265,1,2017,Saint-Chély-d'Apcher,048,Lycée polyvalent des Métiers Théophile Roussel,"[44.8037071463, 3.27366945533]",0480688M,44.8037071463,3.27366945533
266,1,2019,Saint-Chély-d'Apcher,048,Lycée polyvalent des Métiers Théophile Roussel,"[44.8037071463, 3.27366945533]",0480688M,44.8037071463,3.27366945533
267,1,2021,Saint-Chély-d'Apcher,048,Lycée ens général technologique professionnel agricole et Professionnel Agricole de la Lozère À Saint Chély,"[44.8072722314, 3.30251951461]",0480514Y,44.8072722314,3.30251951461
268,1,2019,Saint-Christol-lès-Alès,030,Lycée polyvalent Jacques Prévert,"[44.0931630254, 4.08262261102]",0301778V,44.0931630254,4.08262261102
269,1,2018,Saint-Gaudens,031,Lycée professionnel Élisabeth et Norbert Casteret,"[43.1126640733, 0.725240564668]",0310033T,43.1126640733,0.725240564668
270,1,2019,Saint-Gaudens,031,Lycée professionnel Élisabeth et Norbert Casteret,"[43.1126640733, 0.725240564668]",0310033T,43.1126640733,0.725240564668
271,1,2018,Saint-Girons,009,Lycée d'enseignement général du Couserans,"[42.9775282923, 1.15048006925]",0090018W,42.9775282923,1.15048006925
272,2,2019,Saint-Girons,009,Lycée professionnel Aristide Bergès,"[42.961643947, 1.09161975514]",0090019X,42.961643947,1.09161975514
273,2,2021,Saint-Girons,009,Lycée d'enseignement général du Couserans,"[42.9775282923, 1.15048006925]",0090018W,42.9775282923,1.15048006925
274,1,2017,Saint-Jean-du-Gard,030,Lycée professionnel Marie Curie,"[44.101103104, 3.88580322928]",0300041G,44.101103104,3.88580322928
275,2,2021,Saint-Orens-de-Gameville,031,Lycée d'enseignement général et technologique Pierre Paul Riquet,"[43.5398419938, 1.54871125711]",0312289V,43.5398419938,1.54871125711
276,1,2017,Saint-Pons-de-Thomières,034,Lycée professionnel Jacques Brel,"[43.4878553819, 2.76470974603]",0340069R,43.4878553819,2.76470974603
277,1,2019,Samatan,032,Lycée professionnel Clément Ader,"[43.4956349075, 0.928889625189]",0320030J,43.4956349075,0.928889625189
278,1,2017,Sète,034,Lycée professionnel Charles de Gaulle,"[43.4107073532, 3.68082056315]",0340078A,43.4107073532,3.68082056315
279,2,2018,Sète,034,Lycée d'enseignement général et technologique Irène et Frédéric Joliot Curie,"[43.3962447797, 3.66671052437]",0340076Y,43.3962447797,3.66671052437
280,1,2019,Sète,034,Lycée professionnel Charles de Gaulle,"[43.4107073532, 3.68082056315]",0340078A,43.4107073532,3.68082056315
281,2,2021,Souillac,046,Lycée polyvalent des Métiers Louis Vicat,"[44.8948031813, 1.4814968311]",0460028F,44.8948031813,1.4814968311
282,1,2017,Tarbes,065,Lycée d'enseignement général et technologique Marie Curie,"[43.2230826366, 0.0709205526007]",0650026A,43.2230826366,0.0709205526007
283,1,2018,Tarbes,065,Lycée professionnel Reffye,"[43.2388881701, 0.0644596412815]",0650029D,43.2388881701,0.0644596412815
284,1,2019,Tarbes,065,Lycée d'enseignement général et technologique Marie Curie,"[43.2230826366, 0.0709205526007]",0650026A,43.2230826366,0.0709205526007
285,1,2017,Théza,066,Lycée d'enseignement général et technologique Agricole Fédérico Garcia Lorca,"[42.645731, 2.937149]",0660699B,42.645731,2.937149
286,2,2018,Théza,066,Lycée d'enseignement général et technologique Agricole Fédérico Garcia Lorca,"[42.645731, 2.937149]",0660699B,42.645731,2.937149
287,2,2018,Toulouse,031,Lycée d'enseignement général et technologique Marcelin Berthelot,"[43.587369724, 1.44316036526]",0310039Z,43.587369724,1.44316036526
288,1,2018,Toulouse,031,Lycée professionnel Hélène Boucher,"[43.6135292772, 1.43390012746]",0310057U,43.6135292772,1.43390012746
289,2,2018,Toulouse,031,Lycée d'enseignement général et technologique Toulouse Lautrec,"[43.6268191285, 1.44212044299]",0311586F,43.6268191285,1.44212044299
290,2,2019,Toulouse,031,Lycée d'enseignement général et technologique Marcelin Berthelot,"[43.587369724, 1.44316036526]",0310039Z,43.587369724,1.44316036526
291,2,2019,Toulouse,031,Lycée d'enseignement général et technologique Ozenne,"[43.609646975, 1.44172969329]",0310047H,43.609646975,1.44172969329
292,1,2019,Toulouse,031,Lycée professionnel Urbain Vitry,"[43.6393360744, 1.44051019496]",0310053P,43.6393360744,1.44051019496
293,1,2019,Toulouse,031,Lycée d'enseignement général et technologique des Arènes,"[43.5922462558, 1.41860012796]",0312267W,43.5922462558,1.41860012796
294,3,2021,Toulouse,031,Lycée polyvalent Raymond Nâves,"[43.6382628187, 1.46277984944]",0310040A,43.6382628187,1.46277984944
295,1,2021,Toulouse,031,Lycée d'enseignement général et technologique Ozenne,"[43.609646975, 1.44172969329]",0310047H,43.609646975,1.44172969329
296,1,2021,Toulouse,031,Lycée professionnel du Mirail,"[43.5849184524, 1.39781012313]",0311324W,43.5849184524,1.39781012313
297,1,2021,Toulouse,031,Lycée d'enseignement général et technologique Stéphane Hessel,"[43.616136095, 1.475840104]",0311902Z,43.616136095,1.475840104
298,2,2019,Uzès,030,Lycée d'enseignement général et technologique Charles Gide,"[44.0162171007, 4.42207491544]",0300046M,44.0162171007,4.42207491544
299,2,2021,Uzès,030,Lycée polyvalent Charles Gide,"[44.0141048041, 4.4210093918]",0300047N,44.0141048041,4.4210093918
300,1,2019,Valence,082,Lycée polyvalent Jean Baylet,"[44.1136116201, 0.896530489756]",0820899G,44.1136116201,0.896530489756
301,1,2018,Vic-en-Bigorre,065,Lycée d'enseignement général et technologique Agricole Jean Monnet Epla de Vic en Bigorre,"[43.38237, 0.046565]",0650139Y,43.38237,0.046565
302,1,2018,Vic-en-Bigorre,065,Lycée professionnel Pierre Mendès France,"[43.3887579296, 0.056319712331]",0650035K,43.3887579296,0.056319712331
303,1,2019,Vic-en-Bigorre,065,Lycée d'enseignement général et technologique Agricole Jean Monnet Epla de Vic en Bigorre,"[43.38237, 0.046565]",0650139Y,43.38237,0.046565
304,1,2021,Vic-en-Bigorre,065,Lycée d'enseignement général et technologique Agricole de Vic en Bigorre,"[43.3819913702, 0.0459695255989]",0650139Y,43.3819913702,0.0459695255989
305,1,2019,Villefranche-de-Lauragais,031,Lycée polyvalent Léon Blum,"[43.4004629981, 1.72937996881]",0312915A,43.4004629981,1.72937996881
306,1,2018,Villefranche-de-Rouergue,012,Lycée professionnel Raymond Savignac,"[44.3552534545, 2.03712054664]",0121157T,44.3552534545,2.03712054664
307,1,2021,Villefranche-de-Rouergue,012,Lycée professionnel Raymond Savignac,"[44.3552534545, 2.03712054664]",0121157T,44.3552534545,2.03712054664
308,1,2021,Villefranche-de-Rouergue,012,Établissement régional d'enseignement adapté Villefranche de Rouergue,"[44.3506941408, 2.00269023412]",0121178R,44.3506941408,2.00269023412
309,2,2017,Villeneuve-lès-Avignon,030,Lycée d'enseignement général et technologique Jean Vilar,"[43.9809793592, 4.79051993015]",0301722J,43.9809793592,4.79051993015
310,3,2018,Villeneuve-lès-Avignon,030,Lycée d'enseignement général et technologique Jean Vilar,"[43.9809793592, 4.79051993015]",0301722J,43.9809793592,4.79051993015
311,3,2021,Villeneuve-lès-Avignon,030,Lycée d'enseignement général et technologique Jean Vilar,"[43.9809793592, 4.79051993015]",0301722J,43.9809793592,4.79051993015
312,1,2018,Albi,081,Lycée professionnel Toulouse Lautrec,"[43.925946863, 2.13937959645]",0810003N,43.925946863,2.13937959645
313,1,2019,Albi,081,Lycée professionnel Toulouse Lautrec,"[43.925946863, 2.13937959645]",0810003N,43.925946863,2.13937959645
314,1,2021,Albi,081,Lycée d'enseignement général Bellevue,"[43.9191566269, 2.16069961044]",0810005R,43.9191566269,2.16069961044
315,1,2017,Argelès-Gazost,065,Lycée climatique Climatique René Billères,"[43.002631819, -0.0938703120221]",0650001Y,43.002631819,-0.0938703120221
316,3,2021,Argelès-Gazost,065,Lycée climatique Climatique René Billères,"[43.002631819, -0.0938703120221]",0650001Y,43.002631819,-0.0938703120221
317,1,2021,Aubin,012,Lycée professionnel du Bâtiment,"[44.5299398368, 2.24173950773]",0120096P,44.5299398368,2.24173950773
