,label,annee,localite,departement,nom_etablissement,position,rne,latitude,longitude
318,2,2019,Auch,032,Lycée d'enseignement général et technologique Agricole,"[43.62190345494267, 0.5723183147337335]",0320039U,43.62190345494267,0.5723183147337335
319,3,2021,Auch,032,Lycée polyvalent des Métiers Le Garros,"[43.6306132611, 0.590330176526]",0320067Z,43.6306132611,0.590330176526
320,1,2018,Bagnères-de-Bigorre,065,Lycée polyvalent des Métiers Victor Duruy,"[43.0630529023, 0.153259933438]",0650005C,43.0630529023,0.153259933438
321,1,2018,Bagnères-de-Luchon,031,Lycée d'enseignement général et technologique Edmond Rostand,"[42.7921570493, 0.59861954062]",0311334G,42.7921570493,0.59861954062
322,1,2018,Bédarieux,034,Lycée professionnel Fernand Léger,"[43.6108716864, 3.16733957514]",0340006X,43.6108716864,3.16733957514
323,2,2019,Bédarieux,034,Lycée professionnel Fernand Léger,"[43.6108716864, 3.16733957514]",0340006X,43.6108716864,3.16733957514
324,2,2019,Béziers,034,Lycée polyvalent Jean Moulin,"[43.341574183, 3.23496053762]",0340011C,43.341574183,3.23496053762
325,1,2019,Blagnac,031,Lycée polyvalent des Métiers Saint Exupéry,"[43.6533024374, 1.37557957412]",0312686B,43.6533024374,1.37557957412
326,1,2019,Cahors,046,Lycée polyvalent des Métiers Gaston Monnerville,"[44.4635432062, 1.45505007392]",0460493L,44.4635432062,1.45505007392
327,1,2021,Cahors,046,Lycée d'enseignement général et technologique des Métiers Clément Marot,"[44.4499252232, 1.43927407211]",0460007H,44.4499252232,1.43927407211
328,1,2021,Cahors,046,Lycée professionnel Clément Marot,"[44.4499252232, 1.43927407211]",0460051F,44.4499252232,1.43927407211
329,1,2021,Cahors,046,Lycée polyvalent des Métiers Gaston Monnerville,"[44.4635432062, 1.45505007392]",0460493L,44.4635432062,1.45505007392
330,2,2019,Canet-en-Roussillon,066,Lycée polyvalent Rosa Luxemburg,"[42.702365358, 3.02665025419]",0660856X,42.702365358,3.02665025419
331,1,2018,Carcassonne,011,Lycée polyvalent Jules Fil,"[43.2141729679, 2.37127999873]",0110007Y,43.2141729679,2.37127999873
332,1,2019,Carcassonne,011,Lycée d'enseignement général et technologique Paul Sabatier,"[43.2223162974, 2.34610956966]",0110004V,43.2223162974,2.34610956966
333,1,2021,Carcassonne,011,Lycée professionnel Charles Cros,"[43.2280069456, 2.34109986391]",0110823K,43.2280069456,2.34109986391
334,1,2017,Castelnaudary,011,Lycée professionnel François Andréossy,"[43.3195391, 1.958891]",0110013E,43.3195391,1.958891
335,1,2017,Castelnaudary,011,Lycée d'enseignement général et technologique Agricole Pierre Paul Riquet,"[43.302735856809875, 1.9389805227886023]",0110677B,43.302735856809875,1.9389805227886023
336,1,2018,Castelnaudary,011,Lycée d'enseignement général et technologique Agricole Pierre Paul Riquet,"[43.302735856809875, 1.9389805227886023]",0110677B,43.302735856809875,1.9389805227886023
337,3,2021,Castelnaudary,011,Lycée polyvalent Germaine Tillion,"[43.3173394011, 1.94886950416]",0110012D,43.3173394011,1.94886950416
338,1,2021,Castelnaudary,011,Lycée d'enseignement général et technologique Agricole de Castelnaudary,"[43.3027268906, 1.93897945669]",0110677B,43.3027268906,1.93897945669
339,1,2018,Castelnau-le-Lez,034,Lycée polyvalent Georges Pompidou,"[43.6489487886, 3.91989057062]",0341921D,43.6489487886,3.91989057062
340,1,2021,Castelnau-le-Lez,034,Lycée polyvalent Georges Pompidou,"[43.6489487886, 3.91989057062]",0341921D,43.6489487886,3.91989057062
341,3,2021,Castres,081,Lycée polyvalent Borde Basse,"[43.6262053927, 2.25945350827]",0810959C,43.6262053927,2.25945350827
342,1,2017,Céret,066,Lycée polyvalent Déodat de Séverac,"[42.4848304468, 2.75355995201]",0660004W,42.4848304468,2.75355995201
343,1,2019,Céret,066,Lycée polyvalent Déodat de Séverac,"[42.4848304468, 2.75355995201]",0660004W,42.4848304468,2.75355995201
344,1,2021,Céret,066,Lycée polyvalent Déodat de Séverac,"[42.4848304468, 2.75355995201]",0660004W,42.4848304468,2.75355995201
345,3,2021,Clermont-l'Hérault,034,Lycée d'enseignement général et technologique René Gosse,"[43.6261906228, 3.43196950024]",0340023R,43.6261906228,3.43196950024
346,1,2021,Condom,032,Lycée d'enseignement général et technologique Bossuet,"[43.9621349441, 0.374100174465]",0320009L,43.9621349441,0.374100174465
347,1,2018,Decazeville,012,Lycée polyvalent la Découverte,"[44.5682978671, 2.25510025861]",0120006S,44.5682978671,2.25510025861
348,2,2019,Figeac,046,Lycée d'enseignement général et technologique des Métiers Champollion,"[44.6088987897, 2.0274603131]",0460010L,44.6088987897,2.0274603131
349,1,2021,Figeac,046,Lycée professionnel Champollion,"[44.6082998232, 2.02732948373]",0460032K,44.6082998232,2.02732948373
350,1,2021,Foix,009,Lycée d'enseignement général et technologique Gabriel Fauré,"[42.9619671209, 1.6049297132]",0090002D,42.9619671209,1.6049297132
351,1,2017,Fonsorbes,031,Lycée d'enseignement général Clémence Royer,"[43.528554156, 1.2075304596]",0312754A,43.528554156,1.2075304596
352,1,2019,Gourdon,046,Lycée polyvalent Léo Ferré,"[44.731605075, 1.37736967968]",0460013P,44.731605075,1.37736967968
353,1,2018,La Canourgue,048,Lycée général et technologique agricole Louis Pasteur Agricole Louis Pasteur,"[44.4296667, 3.223055555555556]",0480657D,44.4296667,3.223055555555556
354,2,2021,Lannemezan,065,Lycée d'enseignement général Michelet,"[43.1267811543, 0.386690372778]",0650012K,43.1267811543,0.386690372778
355,1,2017,Le Montat,046,Lycée professionnel Cahors,"[44.3754167, 1.443361111111111]",0460661U,44.3754167,1.443361111111111
356,1,2018,Le Montat,046,Lycée professionnel Cahors,"[44.3754167, 1.443361111111111]",0460661U,44.3754167,1.443361111111111
357,2,2021,Le Vigan,030,Lycée polyvalent André Chamson,"[43.9896196067, 3.60113045243]",0300052U,43.9896196067,3.60113045243
358,1,2019,Limoux,011,Lycée polyvalent Jacques Ruffié,"[43.0508087482, 2.2194301731]",0110019L,43.0508087482,2.2194301731
359,2,2021,L'Isle-Jourdain,032,Lycée d'enseignement général Joseph Saverne,"[43.6128620627, 1.08492003203]",0320036R,43.6128620627,1.08492003203
360,2,2017,Lodève,034,Lycée polyvalent Joseph Vallot,"[43.7309746362, 3.31485059789]",0340028W,43.7309746362,3.31485059789
361,1,2021,Lunel,034,Lycée polyvalent Victor Hugo,"[43.6901690695, 4.13696988813]",0342090M,43.6901690695,4.13696988813
362,1,2021,Mazamet,081,Lycée d'enseignement général et technologique Maréchal Soult,"[43.502112181, 2.38029004649]",0810033W,43.502112181,2.38029004649
363,1,2018,Mende,048,Lycée d'enseignement général et technologique Chaptal,"[44.5211784702, 3.50813007903]",0480007X,44.5211784702,3.50813007903
364,2,2019,Milhaud,030,Lycée polyvalent des Métiers Geneviève de Gaulle Anthonioz,"[43.7858269439, 4.30962979202]",0301654K,43.7858269439,4.30962979202
365,1,2019,Millau,012,Lycée professionnel Jean Vigo,"[44.0900876684, 3.05575839402]",0120014A,44.0900876684,3.05575839402
366,1,2021,Millau,012,Lycée d'enseignement général et technologique Jean Vigo,"[44.0920269362, 3.05459016564]",0120012Y,44.0920269362,3.05459016564
367,2,2018,Moissac,082,Lycée d'enseignement général François Mitterrand,"[44.1045659889, 1.09296977915]",0820016X,44.1045659889,1.09296977915
368,2,2021,Monteils,082,Lycée polyvalent Claude Nougaro,"[44.1731024258, 1.56522950126]",0820883P,44.1731024258,1.56522950126
369,1,2018,Montpellier,034,Lycée professionnel Lycée Léonard de Vinci,"[43.6229146115, 3.83258051585]",0341385W,43.6229146115,3.83258051585
370,1,2019,Montpellier,034,Lycée d'enseignement général et technologique Joffre,"[43.6120782561, 3.88470980317]",0340038G,43.6120782561,3.88470980317
371,2,2019,Montpellier,034,Lycée d'enseignement général et technologique Georges Clémenceau,"[43.6026634567, 3.873020613]",0340039H,43.6026634567,3.873020613
372,1,2019,Montpellier,034,Lycée polyvalent Jean Mermoz,"[43.6116328222, 3.89088020406]",0340042L,43.6116328222,3.89088020406
373,3,2018,Narbonne,011,Lycée d'enseignement général et technologique Docteur Lacroix,"[43.1775350538, 3.00219016219]",0110022P,43.1775350538,3.00219016219
374,1,2019,Narbonne,011,Lycée polyvalent Louise Michel,"[43.1895828012, 3.0194500406]",0110023R,43.1895828012,3.0194500406
375,1,2021,Narbonne,011,Lycée polyvalent Louise Michel,"[43.1895828012, 3.0194500406]",0110023R,43.1895828012,3.0194500406
376,1,2017,Nîmes,030,Lycée d'enseignement général et technologique Dhuoda,"[43.8275977699, 4.35598988666]",0300026R,43.8275977699,4.35598988666
377,2,2017,Nîmes,030,Lycée professionnel Jules Raimu,"[43.8194463251, 4.33025974761]",0301270T,43.8194463251,4.33025974761
378,2,2018,Nîmes,030,Lycée d'enseignement général et technologique Alphonse Daudet,"[43.8353556886, 4.35724947326]",0300021K,43.8353556886,4.35724947326
379,1,2018,Nîmes,030,Lycée professionnel Gaston Darboux,"[43.819444363, 4.32827956241]",0300057Z,43.819444363,4.32827956241
380,1,2019,Pamiers,009,Lycée d'enseignement général et technologique Agricole Epla de Pamiers,"[43.123536, 1.643413]",0090022A,43.123536,1.643413
381,1,2021,Pamiers,009,Établissement régional d'enseignement adapté Guy Villeroux,"[43.1170746222, 1.62378024128]",0090481Z,43.1170746222,1.62378024128
382,2,2017,Perpignan,066,Lycée polyvalent Aristide Maillol,"[42.7175723734, 2.88617943594]",0660809W,42.7175723734,2.88617943594
383,1,2018,Perpignan,066,Lycée professionnel Léon Blum,"[42.6773858181, 2.90618041918]",0660520G,42.6773858181,2.90618041918
384,3,2019,Perpignan,066,Lycée polyvalent Pablo Picasso,"[42.6966809866, 2.92661960371]",0660014G,42.6966809866,2.92661960371
385,3,2017,Pézenas,034,Lycée d'enseignement général et technologique Jean Moulin,"[43.4578628983, 3.41627013008]",0340059E,43.4578628983,3.41627013008
386,2,2019,Pézenas,034,Lycée d'enseignement général et technologique Jean Moulin,"[43.4578628983, 3.41627013008]",0340059E,43.4578628983,3.41627013008
387,3,2021,Pibrac,031,Lycée d'enseignement général et technologique Nelson Mandéla,"[43.6076538704, 1.28315061317]",0312938A,43.6076538704,1.28315061317
388,1,2018,Pins-Justaret,031,Lycée polyvalent Jean Pierre Vernant,"[43.4776456418, 1.38849040142]",0312744P,43.4776456418,1.38849040142
389,1,2019,Pins-Justaret,031,Lycée polyvalent Jean Pierre Vernant,"[43.4776456418, 1.38849040142]",0312744P,43.4776456418,1.38849040142
390,1,2019,Quillan,011,Lycée professionnel Édouard Herriot,"[42.8752978492, 2.1800003043]",0110027V,42.8752978492,2.1800003043
391,1,2019,Revel,031,Lycée professionnel des Métiers d'Art du Bois,"[43.4513534847, 2.00555736632]",0310088C,43.4513534847,2.00555736632
392,1,2019,Rivesaltes,066,Lycée professionnel Rivesaltes,"[42.76597, 2.871154]",0660039J,42.76597,2.871154
393,1,2021,Rivesaltes,066,Lycée professionnel de Rivesaltes,"[42.7654243461, 2.87024940799]",0660039J,42.7654243461,2.87024940799
394,1,2021,Rodez,012,Lycée d'enseignement général et technologique Agricole de Rodez la Roque,"[44.3493824707, 2.57599034145]",0120937D,44.3493824707,2.57599034145
395,1,2017,Rodilhan,030,Lycée ens général technologique professionnel agricole et Professionnel Agricole Marie Durand,"[43.830858, 4.440009]",0300139N,43.830858,4.440009
396,1,2021,Rodilhan,030,Lycée ens général technologique professionnel agricole et Professionnel Agricole de Rodilhan,"[43.8305027049, 4.44101991496]",0300139N,43.8305027049,4.44101991496
397,1,2019,Saint-Affrique,012,Lycée polyvalent des Métiers Jean Jaurès,"[43.9496673777, 2.89582196201]",0120025M,43.9496673777,2.89582196201
398,1,2018,Saint-Céré,046,Lycée d'enseignement général Jean Lurçat,"[44.8579434483, 1.89232951766]",0460026D,44.8579434483,1.89232951766
399,1,2021,Saint-Céré,046,Lycée d'enseignement général Jean Lurçat,"[44.8579434483, 1.89232951766]",0460026D,44.8579434483,1.89232951766
400,1,2018,Saint-Clément-de-Rivière,034,Lycée polyvalent des Métiers Jean Jaurès,"[43.7108654757, 3.83328961912]",0342066L,43.7108654757,3.83328961912
401,1,2018,Saint-Orens-de-Gameville,031,Lycée d'enseignement général et technologique Pierre Paul Riquet,"[43.5398419938, 1.54871125711]",0312289V,43.5398419938,1.54871125711
402,2,2019,Saint-Orens-de-Gameville,031,Lycée d'enseignement général et technologique Pierre Paul Riquet,"[43.5398419938, 1.54871125711]",0312289V,43.5398419938,1.54871125711
403,1,2019,Sérignan,034,Lycée polyvalent Marc Bloch,"[43.263181338, 3.28458054667]",0342091N,43.263181338,3.28458054667
404,2,2019,Sète,034,Lycée d'enseignement général et technologique Irène et Frédéric Joliot Curie,"[43.3962447797, 3.66671052437]",0340076Y,43.3962447797,3.66671052437
405,2,2019,Sète,034,Lycée professionnel Irène et Frédéric Joliot Curie,"[43.3957215927, 3.66635038047]",0340088L,43.3957215927,3.66635038047
406,1,2021,Sète,034,Lycée d'enseignement général Paul Valéry,"[43.4014167183, 3.69198953669]",0340075X,43.4014167183,3.69198953669
407,3,2021,Sète,034,Lycée d'enseignement général et technologique Irène et Frédéric Joliot Curie,"[43.3962447797, 3.66671052437]",0340076Y,43.3962447797,3.66671052437
408,3,2021,Sète,034,Lycée professionnel Irène et Frédéric Joliot Curie,"[43.3957215927, 3.66635038047]",0340088L,43.3957215927,3.66635038047
409,1,2017,Souillac,046,Lycée professionnel Hôtelier Quercy Périgord,"[44.8954986436, 1.4706205193]",0460529A,44.8954986436,1.4706205193
410,1,2018,Souillac,046,Lycée professionnel Hôtelier Quercy Périgord,"[44.8954986436, 1.4706205193]",0460529A,44.8954986436,1.4706205193
411,1,2018,Tarbes,065,Lycée d'enseignement général Théophile Gautier,"[43.2337579174, 0.071970512389]",0650025Z,43.2337579174,0.071970512389
412,1,2018,Tarbes,065,Lycée professionnel Jean Dupuy,"[43.2302068366, 0.0626595330776]",0650041S,43.2302068366,0.0626595330776
413,1,2018,Tarbes,065,Lycée professionnel Lautreamont,"[43.2283178987, 0.0568605003171]",0650874X,43.2283178987,0.0568605003171
414,1,2019,Tarbes,065,Lycée professionnel Reffye,"[43.2388881701, 0.0644596412815]",0650029D,43.2388881701,0.0644596412815
415,1,2021,Tarbes,065,Lycée professionnel Jean Dupuy,"[43.2302068366, 0.0626595330776]",0650041S,43.2302068366,0.0626595330776
416,1,2021,Tarbes,065,Lycée professionnel Lautreamont,"[43.2283178987, 0.0568605003171]",0650874X,43.2283178987,0.0568605003171
417,1,2017,Toulouse,031,Lycée d'enseignement général Saint Sernin,"[43.6086892744, 1.44015057728]",0310041B,43.6086892744,1.44015057728
418,1,2018,Toulouse,031,Lycée d'enseignement général et technologique Ozenne,"[43.609646975, 1.44172969329]",0310047H,43.609646975,1.44172969329
419,2,2019,Toulouse,031,Lycée polyvalent Déodat de Séverac,"[43.5891404207, 1.42645980489]",0310044E,43.5891404207,1.42645980489
420,1,2019,Toulouse,031,Lycée professionnel Roland Garros,"[43.6295562041, 1.42869981778]",0310052N,43.6295562041,1.42869981778
421,1,2019,Toulouse,031,Lycée professionnel Renée Bonnet,"[43.5558855866, 1.46811944555]",0310054R,43.5558855866,1.46811944555
422,1,2019,Toulouse,031,Lycée professionnel du Mirail,"[43.5849184524, 1.39781012313]",0311324W,43.5849184524,1.39781012313
423,2,2019,Toulouse,031,Lycée d'enseignement général et technologique Toulouse Lautrec,"[43.6268191285, 1.44212044299]",0311586F,43.6268191285,1.44212044299
424,1,2021,Toulouse,031,Lycée polyvalent Bellevue,"[43.5590248285, 1.45974974113]",0310038Y,43.5590248285,1.45974974113
425,1,2021,Toulouse,031,Lycée polyvalent des Métiers de l'Hôtellerie,"[43.5979507881, 1.40485995899]",0310046G,43.5979507881,1.40485995899
426,1,2021,Toulouse,031,Lycée professionnel Guynemer,"[43.5873901144, 1.45208006422]",0310051M,43.5873901144,1.45208006422
427,1,2021,Toulouse,031,Lycée professionnel Renée Bonnet,"[43.5558855866, 1.46811944555]",0310054R,43.5558855866,1.46811944555
428,1,2021,Toulouse,031,Lycée professionnel Gabriel Péri,"[43.6058953911, 1.45491966936]",0310056T,43.6058953911,1.45491966936
429,1,2021,Toulouse,031,Lycée d'enseignement général et technologique Toulouse Lautrec,"[43.6268191285, 1.44212044299]",0311586F,43.6268191285,1.44212044299
430,2,2018,Uzès,030,Lycée d'enseignement général et technologique Charles Gide,"[44.0162171007, 4.42207491544]",0300046M,44.0162171007,4.42207491544
431,1,2019,Uzès,030,Lycée professionnel Georges Guynemer,"[44.0141048041, 4.4210093918]",0300047N,44.0141048041,4.4210093918
432,1,2021,Vic-en-Bigorre,065,Lycée d'enseignement général Pierre Mendès France,"[43.3887579296, 0.056319712331]",0650038N,43.3887579296,0.056319712331
433,1,2019,Villefranche-de-Rouergue,012,Lycée professionnel Raymond Savignac,"[44.3552534545, 2.03712054664]",0121157T,44.3552534545,2.03712054664
434,1,2017,Albi,081,Lycée d'enseignement général et technologique des Métiers Louis Rascol,"[43.9310426514, 2.15075998953]",0810004P,43.9310426514,2.15075998953
435,2,2019,Albi,081,Lycée polyvalent des Métiers Louis Rascol,"[43.9310426514, 2.15075998953]",0810004P,43.9310426514,2.15075998953
436,2,2018,Albi,081,Lycée d'enseignement général Bellevue,"[43.9191566269, 2.16069961044]",0810005R,43.9191566269,2.16069961044
437,1,2018,Albi,081,Lycée professionnel Louis Rascol,"[43.9305314487, 2.15076012534]",0810046K,43.9305314487,2.15076012534
438,1,2021,Albi,081,Lycée d'enseignement général Lapérouse,"[43.9302066348, 2.14718960529]",0810006S,43.9302066348,2.14718960529
439,1,2017,Alès,030,Lycée polyvalent des Métiers Jean Baptiste Dumas,"[44.1300769158, 4.07498948252]",0300002P,44.1300769158,4.07498948252
440,1,2018,Alès,030,Lycée polyvalent des Métiers Jean Baptiste Dumas,"[44.1300769158, 4.07498948252]",0300002P,44.1300769158,4.07498948252
441,1,2018,Argelès-sur-Mer,066,Lycée polyvalent Christian Bourquin,"[42.5655105974, 3.00579015568]",0660924W,42.5655105974,3.00579015568
442,1,2019,Aubin,012,Lycée professionnel du Bâtiment,"[44.5299398368, 2.24173950773]",0120096P,44.5299398368,2.24173950773
443,3,2017,Auch,032,Lycée d'enseignement général et technologique Pardailhan,"[43.6538282674, 0.577750488662]",0320002D,43.6538282674,0.577750488662
444,1,2017,Auch,032,Lycée polyvalent des Métiers Le Garros,"[43.6306132611, 0.590330176526]",0320067Z,43.6306132611,0.590330176526
445,3,2019,Auch,032,Lycée professionnel Pardailhan,"[43.6535380428, 0.578259928462]",0320040V,43.6535380428,0.578259928462
446,3,2021,Auch,032,Lycée d'enseignement général et technologique Pardailhan,"[43.6538282674, 0.577750488662]",0320002D,43.6538282674,0.577750488662
447,2,2021,Bagnères-de-Bigorre,065,Lycée polyvalent des Métiers Victor Duruy,"[43.0630529023, 0.153259933438]",0650005C,43.0630529023,0.153259933438
448,1,2021,Bagnères-de-Luchon,031,Lycée polyvalent Edmond Rostand des Métiers du Bois,"[42.7921570493, 0.59861954062]",0311334G,42.7921570493,0.59861954062
449,1,2017,Beaucaire,030,Lycée professionnel Paul Langevin,"[43.8122209821, 4.64080001489]",0300011Z,43.8122209821,4.64080001489
450,1,2018,Beaucaire,030,Lycée professionnel Paul Langevin,"[43.8122209821, 4.64080001489]",0300011Z,43.8122209821,4.64080001489
451,1,2018,Bédarieux,034,Lycée d'enseignement général Ferdinand Fabre,"[43.6104634486, 3.1544003622]",0340005W,43.6104634486,3.1544003622
452,1,2021,Bédarieux,034,Lycée professionnel Fernand Léger,"[43.6108716864, 3.16733957514]",0340006X,43.6108716864,3.16733957514
453,1,2018,Béziers,034,Lycée d'enseignement général et technologique Henri IV,"[43.3433939023, 3.20965056774]",0340009A,43.3433939023,3.20965056774
454,1,2021,Béziers,034,Lycée d'enseignement général et technologique Henri IV,"[43.3433939023, 3.20965056774]",0340009A,43.3433939023,3.20965056774
455,1,2018,Cahors,046,Lycée polyvalent des Métiers Gaston Monnerville,"[44.4635432062, 1.45505007392]",0460493L,44.4635432062,1.45505007392
456,1,2017,Carcassonne,011,Lycée professionnel Charles Cros,"[43.2280069456, 2.34109986391]",0110823K,43.2280069456,2.34109986391
457,1,2018,Carcassonne,011,Lycée d'enseignement général et technologique Paul Sabatier,"[43.2223162974, 2.34610956966]",0110004V,43.2223162974,2.34610956966
458,1,2019,Carcassonne,011,Lycée d'enseignement général et technologique Agricole Charlemagne,"[43.19726073310008, 2.3549407165561864]",0110669T,43.19726073310008,2.3549407165561864
459,1,2021,Carcassonne,011,Lycée d'enseignement général et technologique Paul Sabatier,"[43.2223162974, 2.34610956966]",0110004V,43.2223162974,2.34610956966
460,1,2021,Carcassonne,011,Lycée d'enseignement général et technologique Agricole de Carcassonne,"[43.1973021491, 2.35494025455]",0110669T,43.1973021491,2.35494025455
461,1,2018,Carmaux,081,Lycée polyvalent Jean Jaurès,"[44.049078435, 2.14076962798]",0810012Y,44.049078435,2.14076962798
462,1,2019,Carmaux,081,Lycée polyvalent Jean Jaurès,"[44.049078435, 2.14076962798]",0810012Y,44.049078435,2.14076962798
463,1,2019,Castanet-Tolosan,031,Lycée d'enseignement général et technologique Legta de Toulouse Auzeville,"[43.535064697265625, 1.4846115112304688]",0311262D,43.535064697265625,1.4846115112304688
464,2,2021,Castanet-Tolosan,031,Lycée d'enseignement général et technologique Agricole de Toulouse,"[43.5334240657, 1.48619945494]",0311262D,43.5334240657,1.48619945494
465,1,2018,Castelnaudary,011,Lycée polyvalent Germaine Tillion,"[43.3173394011, 1.94886950416]",0110012D,43.3173394011,1.94886950416
466,1,2019,Castelnau-le-Lez,034,Lycée polyvalent Georges Pompidou,"[43.6489487886, 3.91989057062]",0341921D,43.6489487886,3.91989057062
467,1,2021,Castelnau-le-Lez,034,Lycée professionnel de Castelnau Le Lez,"[43.6306171329, 3.89955954828]",0341001D,43.6306171329,3.89955954828
468,1,2017,Castres,081,Lycée professionnel Anne Veaute,"[43.6024716659, 2.2347406107]",0810018E,43.6024716659,2.2347406107
469,1,2021,Castres,081,Lycée professionnel Le Sidobre,"[43.5959446493, 2.23629971146]",0810016C,43.5959446493,2.23629971146
470,1,2018,Céret,066,Lycée polyvalent Déodat de Séverac,"[42.4848304468, 2.75355995201]",0660004W,42.4848304468,2.75355995201
471,3,2019,Clermont-l'Hérault,034,Lycée d'enseignement général et technologique René Gosse,"[43.6261906228, 3.43196950024]",0340023R,43.6261906228,3.43196950024
472,2,2019,Colomiers,031,Lycée d'enseignement général et technologique International Victor Hugo,"[43.6159163683, 1.30821054004]",0312093G,43.6159163683,1.30821054004
473,1,2021,Colomiers,031,Lycée professionnel Éugène Montel,"[43.6096162379, 1.35074839365]",0311092U,43.6096162379,1.35074839365
474,1,2017,Ferrières-sur-Ariège,009,Lycée professionnel Jean Durroux,"[42.9490109341, 1.61791016016]",0090003E,42.9490109341,1.61791016016
475,1,2018,Figeac,046,Lycée d'enseignement général et technologique des Métiers Champollion,"[44.6088987897, 2.0274603131]",0460010L,44.6088987897,2.0274603131
476,1,2019,Figeac,046,Lycée professionnel Champollion,"[44.6082998232, 2.02732948373]",0460032K,44.6082998232,2.02732948373
477,1,2018,Foix,009,Lycée d'enseignement général et technologique Gabriel Fauré,"[42.9619671209, 1.6049297132]",0090002D,42.9619671209,1.6049297132
478,1,2018,Font-Romeu-Odeillo-Via,066,Lycée climatique Pierre de Coubertin,"[42.5136521775, 2.04424977172]",0660057D,42.5136521775,2.04424977172
479,1,2021,Font-Romeu-Odeillo-Via,066,Lycée climatique Pierre de Coubertin,"[42.5136521775, 2.04424977172]",0660057D,42.5136521775,2.04424977172
480,1,2019,Fronton,031,Lycée d'enseignement général Pierre Bourdieu,"[43.8346592142, 1.40358949545]",0312696M,43.8346592142,1.40358949545
481,1,2021,Fronton,031,Lycée d'enseignement général Pierre Bourdieu,"[43.8346592142, 1.40358949545]",0312696M,43.8346592142,1.40358949545
482,1,2019,Gourdan-Polignan,031,Lycée polyvalent des Métiers Paul Mathou,"[43.0767218792, 0.583750202386]",0310017A,43.0767218792,0.583750202386
483,1,2018,Graulhet,081,Lycée professionnel Docteur Clément de Pemille,"[43.7653960604, 1.99608948763]",0810995S,43.7653960604,1.99608948763
484,2,2018,Lannemezan,065,Lycée d'enseignement général Michelet,"[43.1267811543, 0.386690372778]",0650012K,43.1267811543,0.386690372778
485,1,2021,Lattes,034,Lycée polyvalent Jean François Champollion,"[43.5862763487, 3.93126992944]",0341794R,43.5862763487,3.93126992944
486,1,2018,Lavelanet,009,Lycée professionnel Joseph Marie Jacquard,"[42.9210527456, 1.84102035978]",0090006H,42.9210527456,1.84102035978
487,1,2017,Le Vigan,030,Lycée polyvalent André Chamson,"[43.9896196067, 3.60113045243]",0300052U,43.9896196067,3.60113045243
488,2,2019,Lectoure,032,Lycée polyvalent Maréchal Lannes,"[43.9309034481, 0.629310333132]",0320015T,43.9309034481,0.629310333132
489,1,2018,Lézignan-Corbières,011,Lycée polyvalent Érnest Ferroul,"[43.1817404504, 2.75881965271]",0111048E,43.1817404504,2.75881965271
490,1,2021,Limoux,011,Lycée polyvalent Jacques Ruffié,"[43.0508087482, 2.2194301731]",0110019L,43.0508087482,2.2194301731
491,1,2019,L'Isle-Jourdain,032,Lycée d'enseignement général Joseph Saverne,"[43.6128620627, 1.08492003203]",0320036R,43.6128620627,1.08492003203
492,3,2021,Lodève,034,Lycée polyvalent Joseph Vallot,"[43.7309746362, 3.31485059789]",0340028W,43.7309746362,3.31485059789
493,1,2018,Lourdes,065,Lycée d'enseignement général et technologique la Serre de Sarsan,"[43.1069857495, -0.0250796215339]",0650040R,43.1069857495,-0.0250796215339
494,1,2021,Lourdes,065,Lycée d'enseignement général et technologique la Serre de Sarsan,"[43.1069857495, -0.0250796215339]",0650040R,43.1069857495,-0.0250796215339
495,1,2018,Lunel,034,Lycée polyvalent Louis Feuillade,"[43.6709371975, 4.12241051571]",0340030Y,43.6709371975,4.12241051571
496,1,2017,Mazamet,081,Lycée professionnel Hôtelier,"[43.5045256663, 2.38351985365]",0811144D,43.5045256663,2.38351985365
497,1,2018,Mazamet,081,Lycée d'enseignement général et technologique Maréchal Soult,"[43.502112181, 2.38029004649]",0810033W,43.502112181,2.38029004649
498,1,2019,Mazamet,081,Lycée professionnel Hôtelier,"[43.5045256663, 2.38351985365]",0811144D,43.5045256663,2.38351985365
499,1,2021,Mazamet,081,Lycée professionnel Marie Antoinette Riess,"[43.5018496145, 2.3807897578]",0811324Z,43.5018496145,2.3807897578
500,1,2019,Mende,048,Lycée professionnel Emil,"[44.5249679469, 3.47927005964]",0480019K,44.5249679469,3.47927005964
501,1,2021,Mende,048,Lycée d'enseignement général et technologique Chaptal,"[44.5211784702, 3.50813007903]",0480007X,44.5211784702,3.50813007903
502,1,2017,Mirande,032,Lycée polyvalent Alain Fournier,"[43.5169094414, 0.40423046772]",0320023B,43.5169094414,0.40423046772
503,1,2018,Mirande,032,Lycée polyvalent Alain Fournier,"[43.5169094414, 0.40423046772]",0320023B,43.5169094414,0.40423046772
504,1,2019,Mirande,032,Lycée polyvalent Alain Fournier,"[43.5169094414, 0.40423046772]",0320023B,43.5169094414,0.40423046772
505,1,2017,Mirepoix,009,Lycée polyvalent,"[43.0858968979, 1.8827606137]",0090013R,43.0858968979,1.8827606137
506,1,2021,Mirepoix,009,Lycée polyvalent Mirepoix,"[43.0858968979, 1.8827606137]",0090013R,43.0858968979,1.8827606137
507,1,2017,Montauban,082,Lycée d'enseignement général et technologique Bourdelle,"[44.0147910643, 1.36793044107]",0820021C,44.0147910643,1.36793044107
508,1,2018,Montauban,082,Lycée professionnel Bourdelle,"[44.014317048, 1.36862009138]",0820032P,44.014317048,1.36862009138
