Rentrée scolaire;Région académique;Académie;Département;Commune;Numéro de l'école;Dénomination principale;Patronyme;Secteur;REP;REP +;Nombre total de classes;Nombre total d'élèves;Nombre d'élèves en pré-élémentaire hors ULIS;Nombre d'élèves en élémentaire hors ULIS;Nombre d'élèves en ULIS;Nombre d'élèves en CP hors ULIS;Nombre d'élèves en CE1 hors ULIS;Nombre d'élèves en CE2 hors ULIS;Nombre d'élèves en CM1 hors ULIS;Nombre d'élèves en CM2 hors ULIS;tri;Code Postal
2021;OCCITANIE;MONTPELLIER;AUDE;AIGUES-VIVES;0110069R;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;2;32;23;9;0;9;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-AIGUES-VIVES-0110069R;11800
2021;OCCITANIE;MONTPELLIER;AUDE;AJAC;0111042Y;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;0;0;1;14;0;14;0;0;0;5;9;0;79-OCCITANIE-MONTPELLIER-AUDE-AJAC-0111042Y;11300
2021;OCCITANIE;MONTPELLIER;AUDE;ALAIGNE;0110072U;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;0;0;1;16;0;16;0;0;4;6;3;3;79-OCCITANIE-MONTPELLIER-AUDE-ALAIGNE-0110072U;11240
2021;OCCITANIE;MONTPELLIER;AUDE;ALAIRAC;0110073V;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;5;106;45;61;0;16;6;11;17;11;79-OCCITANIE-MONTPELLIER-AUDE-ALAIRAC-0110073V;11290
2021;OCCITANIE;MONTPELLIER;AUDE;ALET-LES-BAINS;0110817D;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;2;25;9;16;0;4;1;4;4;3;79-OCCITANIE-MONTPELLIER-AUDE-ALET-LES-BAINS-0110817D;11580
2021;OCCITANIE;MONTPELLIER;AUDE;ALZONNE;0110077Z;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;0;0;8;177;56;121;0;28;26;24;22;21;79-OCCITANIE-MONTPELLIER-AUDE-ALZONNE-0110077Z;11170
2021;OCCITANIE;MONTPELLIER;AUDE;ANTUGNAC;0110079B;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;0;0;1;17;0;17;0;0;0;0;9;8;79-OCCITANIE-MONTPELLIER-AUDE-ANTUGNAC-0110079B;11190
2021;OCCITANIE;MONTPELLIER;AUDE;ARAGON;0110080C;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;0;0;2;36;9;27;0;4;6;6;6;5;79-OCCITANIE-MONTPELLIER-AUDE-ARAGON-0110080C;11600
2021;OCCITANIE;MONTPELLIER;AUDE;ARGELIERS;0110728G;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;8;192;60;132;0;30;28;26;25;23;79-OCCITANIE-MONTPELLIER-AUDE-ARGELIERS-0110728G;11120
2021;OCCITANIE;MONTPELLIER;AUDE;ARGENS-MINERVOIS;0110083F;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;0;0;1;21;0;21;0;0;0;0;0;21;79-OCCITANIE-MONTPELLIER-AUDE-ARGENS-MINERVOIS-0110083F;11200
2021;OCCITANIE;MONTPELLIER;AUDE;ARMISSAN;0110084G;ECOLE PRIMAIRE PUBLIQUE;RENE CASSIN;PUBLIC;0;0;5;118;23;95;0;18;17;20;21;19;79-OCCITANIE-MONTPELLIER-AUDE-ARMISSAN-0110084G;11110
2021;OCCITANIE;MONTPELLIER;AUDE;ARQUES;0110085H;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;0;0;1;10;10;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-ARQUES-0110085H;11190
2021;OCCITANIE;MONTPELLIER;AUDE;ARZENS;0110861B;ECOLE PRIMAIRE PUBLIQUE;SIMONE VEIL;PUBLIC;0;0;5;94;29;65;0;20;12;6;16;11;79-OCCITANIE-MONTPELLIER-AUDE-ARZENS-0110861B;11290
2021;OCCITANIE;MONTPELLIER;AUDE;AXAT;0110844H;ECOLE PRIMAIRE PUBLIQUE;JEAN JAURES;PUBLIC;0;0;3;56;21;35;0;6;10;7;5;7;79-OCCITANIE-MONTPELLIER-AUDE-AXAT-0110844H;11140
2021;OCCITANIE;MONTPELLIER;AUDE;AZILLE;0110713R;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;0;0;2;28;28;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-AZILLE-0110713R;11700
2021;OCCITANIE;MONTPELLIER;AUDE;AZILLE;0110729H;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;3;63;0;63;0;7;13;13;17;13;79-OCCITANIE-MONTPELLIER-AUDE-AZILLE-0110729H;11700
2021;OCCITANIE;MONTPELLIER;AUDE;BADENS;0110832V;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;2;37;17;20;0;0;0;0;9;11;79-OCCITANIE-MONTPELLIER-AUDE-BADENS-0110832V;11800
2021;OCCITANIE;MONTPELLIER;AUDE;BAGES;0110098X;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;3;58;29;29;0;6;11;12;0;0;79-OCCITANIE-MONTPELLIER-AUDE-BAGES-0110098X;11100
2021;OCCITANIE;MONTPELLIER;AUDE;BAGES;0110099Y;ECOLE ELEMENTAIRE PUBLIQUE;CELINE PINAUD;PUBLIC;0;0;1;27;0;27;0;0;0;0;17;10;79-OCCITANIE-MONTPELLIER-AUDE-BAGES-0110099Y;11100
2021;OCCITANIE;MONTPELLIER;AUDE;BAGNOLES;0110100Z;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;0;0;2;39;0;39;0;0;0;5;21;13;79-OCCITANIE-MONTPELLIER-AUDE-BAGNOLES-0110100Z;11600
2021;OCCITANIE;MONTPELLIER;AUDE;BARBAIRA;0110833W;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;4;82;30;52;0;9;9;10;10;14;79-OCCITANIE-MONTPELLIER-AUDE-BARBAIRA-0110833W;11800
2021;OCCITANIE;MONTPELLIER;AUDE;BELCAIRE;0110104D;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;0;0;1;19;19;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-BELCAIRE-0110104D;11340
2021;OCCITANIE;MONTPELLIER;AUDE;BELLEGARDE-DU-RAZES;0110109J;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;2;26;14;12;0;2;3;2;5;0;79-OCCITANIE-MONTPELLIER-AUDE-BELLEGARDE-DU-RAZES-0110109J;11240
2021;OCCITANIE;MONTPELLIER;AUDE;BELPECH;0110863D;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;5;122;48;74;0;11;17;8;15;23;79-OCCITANIE-MONTPELLIER-AUDE-BELPECH-0110863D;11420
2021;OCCITANIE;MONTPELLIER;AUDE;BELVEZE-DU-RAZES;0110113N;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;4;80;36;44;0;6;13;7;12;6;79-OCCITANIE-MONTPELLIER-AUDE-BELVEZE-DU-RAZES-0110113N;11240
2021;OCCITANIE;MONTPELLIER;AUDE;BELVIANES-ET-CAVIRAC;0110114P;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;1;12;3;9;0;2;3;1;3;0;79-OCCITANIE-MONTPELLIER-AUDE-BELVIANES-ET-CAVIRAC-0110114P;11500
2021;OCCITANIE;MONTPELLIER;AUDE;BIZANET;0110117T;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;8;179;50;129;0;23;25;26;35;20;79-OCCITANIE-MONTPELLIER-AUDE-BIZANET-0110117T;11200
2021;OCCITANIE;MONTPELLIER;AUDE;BIZE-MINERVOIS;0110845J;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;5;127;39;88;0;16;22;18;14;18;79-OCCITANIE-MONTPELLIER-AUDE-BIZE-MINERVOIS-0110845J;11120
2021;OCCITANIE;MONTPELLIER;AUDE;BIZE-MINERVOIS;0111028H;ECOLE PRIMAIRE PRIVEE;CALANDRETA LO CIGAL;PRIVE;0;0;2;25;16;9;0;1;3;2;1;2;79-OCCITANIE-MONTPELLIER-AUDE-BIZE-MINERVOIS-0111028H;11120
2021;OCCITANIE;MONTPELLIER;AUDE;BLOMAC;0110120W;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;0;0;1;22;0;22;0;0;0;0;10;12;79-OCCITANIE-MONTPELLIER-AUDE-BLOMAC-0110120W;11700
2021;OCCITANIE;MONTPELLIER;AUDE;BOURIEGE;0110123Z;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;0;0;1;13;13;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-BOURIEGE-0110123Z;11300
2021;OCCITANIE;MONTPELLIER;AUDE;BOUTENAC;0110125B;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;3;64;17;47;0;10;9;8;11;9;79-OCCITANIE-MONTPELLIER-AUDE-BOUTENAC-0110125B;11200
2021;OCCITANIE;MONTPELLIER;AUDE;BRAM;0110127D;ECOLE ELEMENTAIRE PUBLIQUE;MARIE-JEANNE ESTEVENON;PUBLIC;0;0;11;214;0;202;12;35;36;49;36;46;79-OCCITANIE-MONTPELLIER-AUDE-BRAM-0110127D;11150
2021;OCCITANIE;MONTPELLIER;AUDE;BRAM;0110129F;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;0;0;5;102;102;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-BRAM-0110129F;11150
2021;OCCITANIE;MONTPELLIER;AUDE;BRUGAIROLLES;0110134L;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;0;0;1;19;0;19;0;0;0;0;9;10;79-OCCITANIE-MONTPELLIER-AUDE-BRUGAIROLLES-0110134L;11300
2021;OCCITANIE;MONTPELLIER;AUDE;BUGARACH;0110136N;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;1;10;10;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-BUGARACH-0110136N;11190
2021;OCCITANIE;MONTPELLIER;AUDE;CABRESPINE;0110137P;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;2;20;5;15;0;5;1;3;3;3;79-OCCITANIE-MONTPELLIER-AUDE-CABRESPINE-0110137P;11160
2021;OCCITANIE;MONTPELLIER;AUDE;CAMBIEURE;0110142V;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;0;0;1;19;19;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CAMBIEURE-0110142V;11240
2021;OCCITANIE;MONTPELLIER;AUDE;CAMPAGNE-SUR-AUDE;0110143W;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;3;50;18;32;0;11;6;7;5;3;79-OCCITANIE-MONTPELLIER-AUDE-CAMPAGNE-SUR-AUDE-0110143W;11260
2021;OCCITANIE;MONTPELLIER;AUDE;CAMPLONG-D'AUDE;0110144X;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;0;0;1;21;0;21;0;0;0;6;8;7;79-OCCITANIE-MONTPELLIER-AUDE-CAMPLONG-D'AUDE-0110144X;11200
2021;OCCITANIE;MONTPELLIER;AUDE;CANET;0110147A;ECOLE PRIMAIRE;RPI CANET-RAISSAC-VILLEDAIGNE;PUBLIC;0;0;12;282;97;185;0;36;43;35;42;29;79-OCCITANIE-MONTPELLIER-AUDE-CANET-0110147A;11200
2021;OCCITANIE;MONTPELLIER;AUDE;CAPENDU;0110149C;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;0;0;6;106;0;94;12;19;19;19;16;21;79-OCCITANIE-MONTPELLIER-AUDE-CAPENDU-0110149C;11700
2021;OCCITANIE;MONTPELLIER;AUDE;CAPENDU;0110715T;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;0;0;3;60;60;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CAPENDU-0110715T;11700
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110151E;ECOLE ELEMENTAIRE PUBLIQUE;ISLY;PUBLIC;0;0;5;131;0;131;0;25;26;27;26;27;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110151E;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110160P;ECOLE ELEMENTAIRE PUBLIQUE;JULES FERRY;PUBLIC;0;0;9;176;0;169;7;31;35;37;30;36;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110160P;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110161R;ECOLE ELEMENTAIRE PUBLIQUE;MARCEL PAGNOL;PUBLIC;0;0;6;96;0;90;6;17;17;21;15;20;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110161R;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110165V;ECOLE ELEMENTAIRE PUBLIQUE;LES CASTORS;PUBLIC;0;0;11;198;0;185;13;35;39;38;37;36;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110165V;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110166W;ECOLE ELEMENTAIRE PUBLIQUE;MARCELLIN BERTHELOT;PUBLIC;0;0;5;127;0;127;0;22;28;18;29;30;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110166W;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110170A;ECOLE PRIMAIRE;LES TROUBADOURS;PUBLIC;0;0;12;261;60;190;11;43;40;34;38;35;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110170A;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110173D;ECOLE ELEMENTAIRE PUBLIQUE;LA GRAVETTE;PUBLIC;1;0;18;281;0;257;24;55;56;47;60;39;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110173D;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110177H;ECOLE MATERNELLE PUBLIQUE;JULES FERRY;PUBLIC;0;0;4;95;95;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110177H;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110178J;ECOLE MATERNELLE PUBLIQUE;CONDORCET;PUBLIC;0;0;4;79;79;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110178J;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110179K;ECOLE MATERNELLE PUBLIQUE;MARCOU;PUBLIC;0;0;2;54;54;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110179K;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110180L;ECOLE MATERNELLE PUBLIQUE;FABRE D'EGLANTINE;PUBLIC;0;0;3;65;65;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110180L;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110181M;ECOLE MATERNELLE PUBLIQUE;LES CASTORS;PUBLIC;0;0;5;101;101;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110181M;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110182N;ECOLE MATERNELLE PUBLIQUE;LA PRADE;PUBLIC;0;0;3;53;53;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110182N;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110183P;ECOLE MATERNELLE PUBLIQUE;LIBERTE;PUBLIC;0;0;3;60;60;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110183P;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110184R;ECOLE MATERNELLE PUBLIQUE;PAUL ELUARD;PUBLIC;0;0;3;58;58;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110184R;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110185S;ECOLE MATERNELLE PUBLIQUE;BARBACANE;PUBLIC;0;0;1;17;17;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110185S;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110186T;ECOLE MATERNELLE PUBLIQUE;JEAN MACE;PUBLIC;1;0;2;33;33;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110186T;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110189W;ECOLE MATERNELLE PUBLIQUE;LE PETIT PRINCE;PUBLIC;1;0;7;156;156;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110189W;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110190X;ECOLE PRIMAIRE PUBLIQUE;JEAN BEAUBOIS;PUBLIC;0;0;11;267;89;178;0;35;31;34;27;51;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110190X;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110191Y;ECOLE ELEMENTAIRE PUBLIQUE;TRENCAVEL;PUBLIC;0;0;7;154;0;154;0;34;32;35;26;27;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110191Y;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110192Z;ECOLE PRIMAIRE PUBLIQUE;PIERRE PAUL RIQUET;PUBLIC;0;0;4;89;20;69;0;14;10;16;13;16;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110192Z;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110195C;ECOLE PRIMAIRE PUBLIQUE;YVONNE GISCLARD CAU MAQUENS;PUBLIC;0;0;8;193;64;129;0;26;25;30;19;29;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110195C;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110679D;ECOLE ELEMENTAIRE PUBLIQUE;LES SERRES;PUBLIC;0;0;6;123;0;123;0;30;29;16;19;29;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110679D;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110716U;ECOLE MATERNELLE PUBLIQUE;MARCELLIN BERTHELOT;PUBLIC;0;0;3;65;65;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110716U;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110717V;ECOLE ELEMENTAIRE PUBLIQUE;JEAN GIONO;PUBLIC;0;0;6;147;0;147;0;24;30;34;27;32;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110717V;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110730J;ECOLE ELEMENTAIRE PUBLIQUE;FABRE D EGLANTINE;PUBLIC;0;0;7;143;0;132;11;22;26;17;24;43;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110730J;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110768A;ECOLE PRIMAIRE PRIVEE;JEANNE D ARC;PRIVE;0;0;16;387;100;282;5;46;50;64;57;65;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110768A;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110769B;ECOLE PRIMAIRE PRIVEE;L IMMACULEE;PRIVE;0;0;4;97;32;65;0;14;12;13;14;12;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110769B;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110770C;ECOLE PRIMAIRE PRIVEE;SAINT-MICHEL;PRIVE;0;0;5;126;43;83;0;16;16;16;20;15;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110770C;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110781P;ECOLE ELEMENTAIRE PUBLIQUE;JEAN JAURES;PUBLIC;0;0;10;195;0;189;6;32;33;49;40;35;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110781P;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110782R;ECOLE MATERNELLE PUBLIQUE;JEAN GIONO;PUBLIC;0;0;3;85;85;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110782R;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110835Y;ECOLE ELEMENTAIRE PUBLIQUE;BARBES;PUBLIC;0;0;4;82;0;82;0;19;16;17;14;16;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110835Y;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110854U;ECOLE MATERNELLE PUBLIQUE;JEAN JAURES;PUBLIC;0;0;3;76;76;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110854U;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0110918N;ECOLE MATERNELLE PUBLIQUE;MARIA NOUGUES SIRE;PUBLIC;0;0;4;81;81;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0110918N;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARCASSONNE;0111001D;ECOLE PRIMAIRE PRIVEE;LA CALANDRETA CIUTAT;PRIVE;0;0;8;170;79;91;0;26;17;13;23;12;79-OCCITANIE-MONTPELLIER-AUDE-CARCASSONNE-0111001D;11000
2021;OCCITANIE;MONTPELLIER;AUDE;CARLIPA;0110196D;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;0;0;1;18;0;18;0;0;9;9;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CARLIPA-0110196D;11170
2021;OCCITANIE;MONTPELLIER;AUDE;CASCASTEL-DES-CORBIERES;0110197E;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;1;14;0;14;0;0;0;4;6;4;79-OCCITANIE-MONTPELLIER-AUDE-CASCASTEL-DES-CORBIERES-0110197E;11360
2021;OCCITANIE;MONTPELLIER;AUDE;CASTELNAU-D'AUDE;0110209T;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;0;0;1;25;25;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CASTELNAU-D'AUDE-0110209T;11700
2021;OCCITANIE;MONTPELLIER;AUDE;CASTELNAUDARY;0110201J;ECOLE ELEMENTAIRE PUBLIQUE;PROSPER ESTIEU;PUBLIC;0;0;6;127;0;115;12;22;23;22;22;26;79-OCCITANIE-MONTPELLIER-AUDE-CASTELNAUDARY-0110201J;11400
2021;OCCITANIE;MONTPELLIER;AUDE;CASTELNAUDARY;0110202K;ECOLE ELEMENTAIRE PUBLIQUE;ALPHONSE DAUDET;PUBLIC;0;0;6;120;0;120;0;14;29;19;27;31;79-OCCITANIE-MONTPELLIER-AUDE-CASTELNAUDARY-0110202K;11400
2021;OCCITANIE;MONTPELLIER;AUDE;CASTELNAUDARY;0110204M;ECOLE ELEMENTAIRE PUBLIQUE;DE L EST;PUBLIC;0;0;5;109;0;109;0;17;21;24;23;24;79-OCCITANIE-MONTPELLIER-AUDE-CASTELNAUDARY-0110204M;11400
2021;OCCITANIE;MONTPELLIER;AUDE;CASTELNAUDARY;0110205N;ECOLE MATERNELLE PUBLIQUE;JEAN MOULIN;PUBLIC;0;0;4;100;100;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CASTELNAUDARY-0110205N;11400
2021;OCCITANIE;MONTPELLIER;AUDE;CASTELNAUDARY;0110206P;ECOLE MATERNELLE PUBLIQUE;LE PETIT PRINCE;PUBLIC;0;0;5;98;98;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CASTELNAUDARY-0110206P;11400
2021;OCCITANIE;MONTPELLIER;AUDE;CASTELNAUDARY;0110207R;ECOLE MATERNELLE PUBLIQUE;BROSSOLETTE;PUBLIC;0;0;5;120;120;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CASTELNAUDARY-0110207R;11400
2021;OCCITANIE;MONTPELLIER;AUDE;CASTELNAUDARY;0110718W;ECOLE ELEMENTAIRE PUBLIQUE;JEAN MOULIN;PUBLIC;0;0;10;208;0;196;12;41;34;42;40;39;79-OCCITANIE-MONTPELLIER-AUDE-CASTELNAUDARY-0110718W;11400
2021;OCCITANIE;MONTPELLIER;AUDE;CASTELNAUDARY;0110772E;ECOLE PRIMAIRE PRIVEE;JEANNE D ARC;PRIVE;0;0;6;135;44;91;0;12;18;20;17;24;79-OCCITANIE-MONTPELLIER-AUDE-CASTELNAUDARY-0110772E;11400
2021;OCCITANIE;MONTPELLIER;AUDE;CASTELRENG;0110211V;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;0;0;1;16;0;16;0;0;12;4;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CASTELRENG-0110211V;11300
2021;OCCITANIE;MONTPELLIER;AUDE;CAUDEBRONDE;0110212W;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;1;23;14;9;0;9;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CAUDEBRONDE-0110212W;11390
2021;OCCITANIE;MONTPELLIER;AUDE;CAUNES-MINERVOIS;0110216A;ECOLE MATERNELLE PUBLIQUE;;PUBLIC;0;0;2;40;40;0;0;0;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CAUNES-MINERVOIS-0110216A;11160
2021;OCCITANIE;MONTPELLIER;AUDE;CAUNES-MINERVOIS;0110731K;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;0;0;4;93;0;93;0;15;17;15;24;22;79-OCCITANIE-MONTPELLIER-AUDE-CAUNES-MINERVOIS-0110731K;11160
2021;OCCITANIE;MONTPELLIER;AUDE;CAUX-ET-SAUZENS;0110218C;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;5;107;36;71;0;14;16;11;13;17;79-OCCITANIE-MONTPELLIER-AUDE-CAUX-ET-SAUZENS-0110218C;11170
2021;OCCITANIE;MONTPELLIER;AUDE;CAVANAC;0110885C;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;4;102;41;61;0;14;15;14;9;9;79-OCCITANIE-MONTPELLIER-AUDE-CAVANAC-0110885C;11570
2021;OCCITANIE;MONTPELLIER;AUDE;CAVES;0110221F;ECOLE ELEMENTAIRE PUBLIQUE;;PUBLIC;0;0;2;50;28;22;0;12;10;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CAVES-0110221F;11510
2021;OCCITANIE;MONTPELLIER;AUDE;CAZILHAC;0110223H;ECOLE PRIMAIRE PUBLIQUE;;PUBLIC;0;0;7;149;50;99;0;15;18;18;25;23;79-OCCITANIE-MONTPELLIER-AUDE-CAZILHAC-0110223H;11570
2021;OCCITANIE;MONTPELLIER;AUDE;CENNE-MONESTIES;0110224J;ECOLE ELEMENTAIRE PUBLIQUE;RENE SOUM;PUBLIC;0;0;2;48;38;10;0;10;0;0;0;0;79-OCCITANIE-MONTPELLIER-AUDE-CENNE-MONESTIES-0110224J;11170
