année;académie;code région;libellé région;série;inscrits;inscrits filles;présents;présents filles;admis;admis filles;admis sans mention;admis mention assez bien;admis mention bien;admis mention très bien;genre;âge;présence;admissibilité;admissibilité détails;Résultats;Effectifs
2020;TOULOUSE;76;Occitanie;Serie generale;113;46.0;91.0;39.0;52.0;27.0;17.0;19.0;10.0;6.0;Garçons;17 ans ou plus;Présents;Admis;d. Admis sans mention;admis_sans_mention_garcons;8
2020;TOULOUSE;76;Occitanie;Serie generale;113;46.0;91.0;39.0;52.0;27.0;17.0;19.0;10.0;6.0;Garçons;17 ans ou plus;Présents;Admis;c. Admis mention assez bien;admis_mention_assez_bien_garcons;10
2020;TOULOUSE;76;Occitanie;Serie generale;113;46.0;91.0;39.0;52.0;27.0;17.0;19.0;10.0;6.0;Garçons;17 ans ou plus;Présents;Admis;a. Admis mention très bien;admis_mention_tres_bien_garcons;2
2020;TOULOUSE;76;Occitanie;Serie professionnelle;230;84.0;176.0;60.0;117.0;38.0;50.0;24.0;35.0;8.0;Filles;17 ans ou plus;Non présents;Non présents;f. Non présents;non_presents_filles;24
2020;TOULOUSE;76;Occitanie;Serie professionnelle;230;84.0;176.0;60.0;117.0;38.0;50.0;24.0;35.0;8.0;Garçons;17 ans ou plus;Non présents;Non présents;f. Non présents;non_presents_garcons;30
2021;MONTPELLIER;76;Occitanie;Serie generale;28530;14455.0;28178.0;14272.0;25305.0;13116.0;4691.0;5999.0;7065.0;7550.0;Garçons;15 ans ou moins;Présents;Non admis;e. Non admis;non_admis_garcons;1717
2021;MONTPELLIER;76;Occitanie;Serie generale;28530;14455.0;28178.0;14272.0;25305.0;13116.0;4691.0;5999.0;7065.0;7550.0;Garçons;15 ans ou moins;Présents;Admis;d. Admis sans mention;admis_sans_mention_garcons;2514
2021;MONTPELLIER;76;Occitanie;Serie generale;28530;14455.0;28178.0;14272.0;25305.0;13116.0;4691.0;5999.0;7065.0;7550.0;Garçons;15 ans ou moins;Présents;Admis;b. Admis mention bien;admis_mention_bien_garcons;3422
2021;MONTPELLIER;76;Occitanie;Serie professionnelle;1892;691.0;1794.0;647.0;1505.0;572.0;480.0;563.0;368.0;94.0;Filles;15 ans ou moins;Présents;Admis;d. Admis sans mention;admis sans mention filles;175
2021;MONTPELLIER;76;Occitanie;Serie professionnelle;1892;691.0;1794.0;647.0;1505.0;572.0;480.0;563.0;368.0;94.0;Filles;15 ans ou moins;Présents;Admis;c. Admis mention assez bien;admis mention assez bien filles;206
2021;MONTPELLIER;76;Occitanie;Serie generale;2388;1067.0;2114.0;955.0;1323.0;623.0;621.0;421.0;215.0;66.0;Filles;16 ans;Présents;Admis;c. Admis mention assez bien;admis mention assez bien filles;188
2021;MONTPELLIER;76;Occitanie;Serie generale;2388;1067.0;2114.0;955.0;1323.0;623.0;621.0;421.0;215.0;66.0;Filles;16 ans;Non présents;Non présents;f. Non présents;non_presents_filles;112
2021;MONTPELLIER;76;Occitanie;Serie professionnelle;1047;399.0;957.0;361.0;728.0;290.0;293.0;258.0;153.0;24.0;Filles;16 ans;Présents;Admis;d. Admis sans mention;admis sans mention filles;121
2021;MONTPELLIER;76;Occitanie;Serie professionnelle;1047;399.0;957.0;361.0;728.0;290.0;293.0;258.0;153.0;24.0;Garçons;16 ans;Présents;Admis;d. Admis sans mention;admis_sans_mention_garcons;172
2021;MONTPELLIER;76;Occitanie;Serie generale;132;63.0;98.0;49.0;41.0;18.0;22.0;12.0;3.0;4.0;Filles;17 ans ou plus;Présents;Admis;c. Admis mention assez bien;admis mention assez bien filles;5
2021;MONTPELLIER;76;Occitanie;Serie generale;132;63.0;98.0;49.0;41.0;18.0;22.0;12.0;3.0;4.0;Filles;17 ans ou plus;Présents;Admis;b. Admis mention bien;admis mention bien filles;1
2021;MONTPELLIER;76;Occitanie;Serie generale;132;63.0;98.0;49.0;41.0;18.0;22.0;12.0;3.0;4.0;Garçons;17 ans ou plus;Présents;Non admis;e. Non admis;non_admis_garcons;26
2021;MONTPELLIER;76;Occitanie;Serie professionnelle;97;32.0;81.0;28.0;46.0;23.0;15.0;19.0;10.0;2.0;Filles;17 ans ou plus;Présents;Admis;c. Admis mention assez bien;admis mention assez bien filles;8
2021;MONTPELLIER;76;Occitanie;Serie professionnelle;97;32.0;81.0;28.0;46.0;23.0;15.0;19.0;10.0;2.0;Garçons;17 ans ou plus;Non présents;Non présents;f. Non présents;non_presents_garcons;12
2021;MONTPELLIER;76;Occitanie;Serie professionnelle;97;32.0;81.0;28.0;46.0;23.0;15.0;19.0;10.0;2.0;Filles;17 ans ou plus;Présents;Non admis;e. Non admis;non_admis_filles;5
2021;MONTPELLIER;76;Occitanie;Serie professionnelle;97;32.0;81.0;28.0;46.0;23.0;15.0;19.0;10.0;2.0;Garçons;17 ans ou plus;Présents;Non admis;e. Non admis;non_admis_garcons;30
2021;TOULOUSE;76;Occitanie;Serie generale;30157;15374.0;29959.0;15258.0;27517.0;14224.0;5138.0;6122.0;7311.0;8946.0;Filles;15 ans ou moins;Présents;Admis;d. Admis sans mention;admis sans mention filles;2255
2021;TOULOUSE;76;Occitanie;Serie professionnelle;2140;773.0;2061.0;750.0;1679.0;626.0;683.0;549.0;352.0;95.0;Filles;15 ans ou moins;Présents;Admis;d. Admis sans mention;admis sans mention filles;254
2021;TOULOUSE;76;Occitanie;Serie professionnelle;2140;773.0;2061.0;750.0;1679.0;626.0;683.0;549.0;352.0;95.0;Filles;15 ans ou moins;Présents;Admis;a. Admis mention très bien;admis mention très bien filles;40
2021;TOULOUSE;76;Occitanie;Serie generale;2097;960.0;1933.0;885.0;1250.0;603.0;656.0;367.0;175.0;52.0;Filles;16 ans;Présents;Admis;c. Admis mention assez bien;admis mention assez bien filles;186
2021;TOULOUSE;76;Occitanie;Serie generale;2097;960.0;1933.0;885.0;1250.0;603.0;656.0;367.0;175.0;52.0;Filles;16 ans;Non présents;Non présents;f. Non présents;non_presents_filles;75
2021;TOULOUSE;76;Occitanie;Serie professionnelle;1479;558.0;1335.0;500.0;983.0;370.0;424.0;330.0;187.0;42.0;Filles;16 ans;Présents;Admis;c. Admis mention assez bien;admis mention assez bien filles;124
2021;TOULOUSE;76;Occitanie;Serie professionnelle;1479;558.0;1335.0;500.0;983.0;370.0;424.0;330.0;187.0;42.0;Garçons;16 ans;Présents;Admis;c. Admis mention assez bien;admis_mention_assez_bien_garcons;206
2021;TOULOUSE;76;Occitanie;Serie professionnelle;1479;558.0;1335.0;500.0;983.0;370.0;424.0;330.0;187.0;42.0;Garçons;16 ans;Présents;Admis;a. Admis mention très bien;admis_mention_tres_bien_garcons;28
2021;TOULOUSE;76;Occitanie;Serie generale;91;35.0;65.0;26.0;36.0;16.0;22.0;10.0;2.0;2.0;Filles;17 ans ou plus;Présents;Admis;a. Admis mention très bien;admis mention très bien filles;0
2021;TOULOUSE;76;Occitanie;Serie generale;91;35.0;65.0;26.0;36.0;16.0;22.0;10.0;2.0;2.0;Filles;17 ans ou plus;Présents;Non admis;e. Non admis;non_admis_filles;10
2021;TOULOUSE;76;Occitanie;Serie professionnelle;164;56.0;135.0;49.0;91.0;33.0;42.0;27.0;15.0;7.0;Filles;17 ans ou plus;Présents;Admis;b. Admis mention bien;admis mention bien filles;5
2021;TOULOUSE;76;Occitanie;Serie professionnelle;164;56.0;135.0;49.0;91.0;33.0;42.0;27.0;15.0;7.0;Garçons;17 ans ou plus;Présents;Admis;a. Admis mention très bien;admis_mention_tres_bien_garcons;4
2011;MONTPELLIER;76;Occitanie;Serie college;21265;10994.0;21057.0;10900.0;19223.0;10088.0;7105.0;6113.0;4197.0;1808.0;Filles;15 ans ou moins;Présents;Admis;b. Admis mention bien;admis mention bien filles;2394
2011;MONTPELLIER;76;Occitanie;Serie college;21265;10994.0;21057.0;10900.0;19223.0;10088.0;7105.0;6113.0;4197.0;1808.0;Filles;15 ans ou moins;Présents;Admis;a. Admis mention très bien;admis mention très bien filles;1083
2011;MONTPELLIER;76;Occitanie;Serie college;21265;10994.0;21057.0;10900.0;19223.0;10088.0;7105.0;6113.0;4197.0;1808.0;Filles;15 ans ou moins;Présents;Non admis;e. Non admis;non_admis_filles;812
2011;MONTPELLIER;76;Occitanie;Serie college;21265;10994.0;21057.0;10900.0;19223.0;10088.0;7105.0;6113.0;4197.0;1808.0;Garçons;15 ans ou moins;Présents;Admis;a. Admis mention très bien;admis_mention_tres_bien_garcons;725
2011;MONTPELLIER;76;Occitanie;Serie professionnelle;514;221.0;483.0;211.0;429.0;193.0;248.0;138.0;41.0;2.0;Garçons;15 ans ou moins;Présents;Admis;d. Admis sans mention;admis_sans_mention_garcons;149
2011;MONTPELLIER;76;Occitanie;Serie technologique;466;196.0;452.0;193.0;402.0;177.0;222.0;139.0;41.0;0.0;Garçons;15 ans ou moins;Présents;Admis;b. Admis mention bien;admis_mention_bien_garcons;18
2011;MONTPELLIER;76;Occitanie;Serie college;5516;2589.0;5021.0;2378.0;2992.0;1487.0;2389.0;508.0;81.0;14.0;Filles;16 ans;Présents;Admis;d. Admis sans mention;admis sans mention filles;1165
2011;MONTPELLIER;76;Occitanie;Serie college;5516;2589.0;5021.0;2378.0;2992.0;1487.0;2389.0;508.0;81.0;14.0;Filles;16 ans;Présents;Admis;c. Admis mention assez bien;admis mention assez bien filles;258
2011;MONTPELLIER;76;Occitanie;Serie college;5516;2589.0;5021.0;2378.0;2992.0;1487.0;2389.0;508.0;81.0;14.0;Filles;16 ans;Présents;Admis;b. Admis mention bien;admis mention bien filles;52
2011;MONTPELLIER;76;Occitanie;Serie college;5516;2589.0;5021.0;2378.0;2992.0;1487.0;2389.0;508.0;81.0;14.0;Garçons;16 ans;Présents;Admis;d. Admis sans mention;admis_sans_mention_garcons;1224
2011;MONTPELLIER;76;Occitanie;Serie college;5516;2589.0;5021.0;2378.0;2992.0;1487.0;2389.0;508.0;81.0;14.0;Garçons;16 ans;Présents;Admis;a. Admis mention très bien;admis_mention_tres_bien_garcons;2
2011;MONTPELLIER;76;Occitanie;Serie professionnelle;1272;512.0;1089.0;433.0;860.0;354.0;584.0;228.0;46.0;2.0;Filles;16 ans;Présents;Admis;d. Admis sans mention;admis sans mention filles;235
2011;MONTPELLIER;76;Occitanie;Serie college;606;283.0;468.0;225.0;220.0;100.0;182.0;34.0;3.0;1.0;Garçons;17 ans ou plus;Présents;Admis;a. Admis mention très bien;admis_mention_tres_bien_garcons;0
2011;MONTPELLIER;76;Occitanie;Serie professionnelle;513;229.0;277.0;121.0;180.0;75.0;144.0;32.0;4.0;0.0;Filles;17 ans ou plus;Non présents;Non présents;f. Non présents;non_presents_filles;108
2011;MONTPELLIER;76;Occitanie;Serie professionnelle;513;229.0;277.0;121.0;180.0;75.0;144.0;32.0;4.0;0.0;Filles;17 ans ou plus;Présents;Non admis;e. Non admis;non_admis_filles;46
2011;MONTPELLIER;76;Occitanie;Serie professionnelle;513;229.0;277.0;121.0;180.0;75.0;144.0;32.0;4.0;0.0;Garçons;17 ans ou plus;Présents;Non admis;e. Non admis;non_admis_garcons;51
2011;MONTPELLIER;76;Occitanie;Serie technologique;237;108.0;177.0;75.0;121.0;52.0;81.0;37.0;3.0;0.0;Filles;17 ans ou plus;Présents;Admis;d. Admis sans mention;admis sans mention filles;34
2011;MONTPELLIER;76;Occitanie;Serie technologique;237;108.0;177.0;75.0;121.0;52.0;81.0;37.0;3.0;0.0;Filles;17 ans ou plus;Présents;Admis;b. Admis mention bien;admis mention bien filles;2
2011;MONTPELLIER;76;Occitanie;Serie technologique;237;108.0;177.0;75.0;121.0;52.0;81.0;37.0;3.0;0.0;Filles;17 ans ou plus;Non présents;Non présents;f. Non présents;non_presents_filles;33
2011;MONTPELLIER;76;Occitanie;Serie technologique;237;108.0;177.0;75.0;121.0;52.0;81.0;37.0;3.0;0.0;Garçons;17 ans ou plus;Non présents;Non présents;f. Non présents;non_presents_garcons;27
2011;TOULOUSE;76;Occitanie;Serie professionnelle;205;86.0;198.0;84.0;156.0;66.0;73.0;65.0;18.0;0.0;Filles;15 ans ou moins;Présents;Admis;b. Admis mention bien;admis mention bien filles;10
2011;TOULOUSE;76;Occitanie;Serie professionnelle;205;86.0;198.0;84.0;156.0;66.0;73.0;65.0;18.0;0.0;Filles;15 ans ou moins;Non présents;Non présents;f. Non présents;non_presents_filles;2
2011;TOULOUSE;76;Occitanie;Serie professionnelle;205;86.0;198.0;84.0;156.0;66.0;73.0;65.0;18.0;0.0;Garçons;15 ans ou moins;Présents;Non admis;e. Non admis;non_admis_garcons;24
2011;TOULOUSE;76;Occitanie;Serie technologique;591;208.0;581.0;207.0;497.0;181.0;248.0;196.0;52.0;1.0;Filles;15 ans ou moins;Présents;Admis;d. Admis sans mention;admis sans mention filles;83
2011;TOULOUSE;76;Occitanie;Serie college;5262;2366.0;4989.0;2249.0;3129.0;1448.0;2293.0;719.0;100.0;17.0;Filles;16 ans;Présents;Admis;c. Admis mention assez bien;admis mention assez bien filles;350
2011;TOULOUSE;76;Occitanie;Serie college;5262;2366.0;4989.0;2249.0;3129.0;1448.0;2293.0;719.0;100.0;17.0;Garçons;16 ans;Non présents;Non présents;f. Non présents;non_presents_garcons;156
2011;TOULOUSE;76;Occitanie;Serie college;5262;2366.0;4989.0;2249.0;3129.0;1448.0;2293.0;719.0;100.0;17.0;Garçons;16 ans;Présents;Admis;c. Admis mention assez bien;admis_mention_assez_bien_garcons;369
2011;TOULOUSE;76;Occitanie;Serie professionnelle;781;335.0;689.0;302.0;453.0;215.0;279.0;148.0;26.0;0.0;Garçons;16 ans;Présents;Non admis;e. Non admis;non_admis_garcons;149
2011;TOULOUSE;76;Occitanie;Serie technologique;1526;581.0;1441.0;552.0;1111.0;410.0;678.0;365.0;67.0;1.0;Filles;16 ans;Présents;Admis;d. Admis sans mention;admis sans mention filles;237
2011;TOULOUSE;76;Occitanie;Serie technologique;1526;581.0;1441.0;552.0;1111.0;410.0;678.0;365.0;67.0;1.0;Filles;16 ans;Présents;Admis;c. Admis mention assez bien;admis mention assez bien filles;146
2011;TOULOUSE;76;Occitanie;Serie technologique;1526;581.0;1441.0;552.0;1111.0;410.0;678.0;365.0;67.0;1.0;Filles;16 ans;Non présents;Non présents;f. Non présents;non_presents_filles;29
2011;TOULOUSE;76;Occitanie;Serie technologique;1526;581.0;1441.0;552.0;1111.0;410.0;678.0;365.0;67.0;1.0;Garçons;16 ans;Non présents;Non présents;f. Non présents;non_presents_garcons;56
2011;TOULOUSE;76;Occitanie;Serie technologique;1526;581.0;1441.0;552.0;1111.0;410.0;678.0;365.0;67.0;1.0;Garçons;16 ans;Présents;Non admis;e. Non admis;non_admis_garcons;188
2011;TOULOUSE;76;Occitanie;Serie technologique;1526;581.0;1441.0;552.0;1111.0;410.0;678.0;365.0;67.0;1.0;Garçons;16 ans;Présents;Admis;c. Admis mention assez bien;admis_mention_assez_bien_garcons;219
2011;TOULOUSE;76;Occitanie;Serie college;567;251.0;498.0;221.0;269.0;131.0;210.0;53.0;6.0;0.0;Garçons;17 ans ou plus;Présents;Admis;b. Admis mention bien;admis_mention_bien_garcons;4
2011;TOULOUSE;76;Occitanie;Serie professionnelle;569;264.0;381.0;172.0;221.0;99.0;142.0;66.0;12.0;1.0;Filles;17 ans ou plus;Non présents;Non présents;f. Non présents;non_presents_filles;92
2011;TOULOUSE;76;Occitanie;Serie professionnelle;569;264.0;381.0;172.0;221.0;99.0;142.0;66.0;12.0;1.0;Filles;17 ans ou plus;Présents;Non admis;e. Non admis;non_admis_filles;73
2011;TOULOUSE;76;Occitanie;Serie professionnelle;569;264.0;381.0;172.0;221.0;99.0;142.0;66.0;12.0;1.0;Garçons;17 ans ou plus;Présents;Non admis;e. Non admis;non_admis_garcons;87
2011;TOULOUSE;76;Occitanie;Serie professionnelle;569;264.0;381.0;172.0;221.0;99.0;142.0;66.0;12.0;1.0;Garçons;17 ans ou plus;Présents;Admis;c. Admis mention assez bien;admis_mention_assez_bien_garcons;38
2011;TOULOUSE;76;Occitanie;Serie professionnelle;569;264.0;381.0;172.0;221.0;99.0;142.0;66.0;12.0;1.0;Garçons;17 ans ou plus;Présents;Admis;a. Admis mention très bien;admis_mention_tres_bien_garcons;1
2011;TOULOUSE;76;Occitanie;Serie technologique;314;146.0;270.0;127.0;193.0;88.0;136.0;51.0;6.0;0.0;Garçons;17 ans ou plus;Présents;Non admis;e. Non admis;non_admis_garcons;38
2011;TOULOUSE;76;Occitanie;Serie technologique;314;146.0;270.0;127.0;193.0;88.0;136.0;51.0;6.0;0.0;Garçons;17 ans ou plus;Présents;Admis;d. Admis sans mention;admis_sans_mention_garcons;75
2012;MONTPELLIER;76;Occitanie;Serie technologique;385;166.0;377.0;162.0;317.0;139.0;163.0;125.0;29.0;0.0;Garçons;15 ans ou moins;Présents;Admis;d. Admis sans mention;admis_sans_mention_garcons;89
2012;MONTPELLIER;76;Occitanie;Serie technologique;385;166.0;377.0;162.0;317.0;139.0;163.0;125.0;29.0;0.0;Garçons;15 ans ou moins;Présents;Admis;c. Admis mention assez bien;admis_mention_assez_bien_garcons;75
2012;MONTPELLIER;76;Occitanie;Serie technologique;385;166.0;377.0;162.0;317.0;139.0;163.0;125.0;29.0;0.0;Garçons;15 ans ou moins;Présents;Admis;b. Admis mention bien;admis_mention_bien_garcons;14
2012;MONTPELLIER;76;Occitanie;Serie technologique;385;166.0;377.0;162.0;317.0;139.0;163.0;125.0;29.0;0.0;Garçons;15 ans ou moins;Présents;Admis;a. Admis mention très bien;admis_mention_tres_bien_garcons;0
2012;MONTPELLIER;76;Occitanie;Serie college;5237;2440.0;4953.0;2290.0;2898.0;1445.0;2082.0;699.0;104.0;13.0;Filles;16 ans;Présents;Admis;b. Admis mention bien;admis mention bien filles;62
2012;MONTPELLIER;76;Occitanie;Serie college;5237;2440.0;4953.0;2290.0;2898.0;1445.0;2082.0;699.0;104.0;13.0;Filles;16 ans;Présents;Non admis;e. Non admis;non_admis_filles;845
2012;MONTPELLIER;76;Occitanie;Serie college;5237;2440.0;4953.0;2290.0;2898.0;1445.0;2082.0;699.0;104.0;13.0;Garçons;16 ans;Présents;Admis;d. Admis sans mention;admis_sans_mention_garcons;1079
2012;MONTPELLIER;76;Occitanie;Serie college;5237;2440.0;4953.0;2290.0;2898.0;1445.0;2082.0;699.0;104.0;13.0;Garçons;16 ans;Présents;Admis;b. Admis mention bien;admis_mention_bien_garcons;42
2012;MONTPELLIER;76;Occitanie;Serie professionnelle;1428;566.0;1271.0;499.0;907.0;382.0;590.0;260.0;56.0;1.0;Filles;16 ans;Présents;Admis;c. Admis mention assez bien;admis mention assez bien filles;106
2012;MONTPELLIER;76;Occitanie;Serie professionnelle;1428;566.0;1271.0;499.0;907.0;382.0;590.0;260.0;56.0;1.0;Filles;16 ans;Non présents;Non présents;f. Non présents;non_presents_filles;67
2012;MONTPELLIER;76;Occitanie;Serie professionnelle;1428;566.0;1271.0;499.0;907.0;382.0;590.0;260.0;56.0;1.0;Filles;16 ans;Présents;Non admis;e. Non admis;non_admis_filles;117
2012;MONTPELLIER;76;Occitanie;Serie professionnelle;1428;566.0;1271.0;499.0;907.0;382.0;590.0;260.0;56.0;1.0;Garçons;16 ans;Présents;Admis;c. Admis mention assez bien;admis_mention_assez_bien_garcons;154
2012;MONTPELLIER;76;Occitanie;Serie professionnelle;1428;566.0;1271.0;499.0;907.0;382.0;590.0;260.0;56.0;1.0;Garçons;16 ans;Présents;Admis;a. Admis mention très bien;admis_mention_tres_bien_garcons;1
2012;MONTPELLIER;76;Occitanie;Serie professionnelle;490;215.0;287.0;117.0;180.0;66.0;118.0;53.0;8.0;1.0;Filles;17 ans ou plus;Présents;Admis;b. Admis mention bien;admis mention bien filles;3
2012;MONTPELLIER;76;Occitanie;Serie professionnelle;490;215.0;287.0;117.0;180.0;66.0;118.0;53.0;8.0;1.0;Filles;17 ans ou plus;Non présents;Non présents;f. Non présents;non_presents_filles;98
2012;MONTPELLIER;76;Occitanie;Serie professionnelle;490;215.0;287.0;117.0;180.0;66.0;118.0;53.0;8.0;1.0;Garçons;17 ans ou plus;Présents;Admis;b. Admis mention bien;admis_mention_bien_garcons;5
2012;MONTPELLIER;76;Occitanie;Serie technologique;107;43.0;94.0;38.0;71.0;29.0;44.0;19.0;7.0;1.0;Filles;17 ans ou plus;Non présents;Non présents;f. Non présents;non_presents_filles;5
2012;MONTPELLIER;76;Occitanie;Serie technologique;107;43.0;94.0;38.0;71.0;29.0;44.0;19.0;7.0;1.0;Garçons;17 ans ou plus;Non présents;Non présents;f. Non présents;non_presents_garcons;8
2012;TOULOUSE;76;Occitanie;Serie college;23753;12156.0;23669.0;12115.0;22257.0;11528.0;5157.0;7310.0;6477.0;3313.0;Filles;15 ans ou moins;Présents;Admis;b. Admis mention bien;admis mention bien filles;3607
2012;TOULOUSE;76;Occitanie;Serie college;23753;12156.0;23669.0;12115.0;22257.0;11528.0;5157.0;7310.0;6477.0;3313.0;Filles;15 ans ou moins;Non présents;Non présents;f. Non présents;non_presents_filles;41
2012;TOULOUSE;76;Occitanie;Serie college;23753;12156.0;23669.0;12115.0;22257.0;11528.0;5157.0;7310.0;6477.0;3313.0;Garçons;15 ans ou moins;Présents;Admis;a. Admis mention très bien;admis_mention_tres_bien_garcons;1231
2012;TOULOUSE;76;Occitanie;Serie professionnelle;519;209.0;509.0;205.0;433.0;183.0;219.0;177.0;37.0;0.0;Garçons;15 ans ou moins;Présents;Admis;c. Admis mention assez bien;admis_mention_assez_bien_garcons;97
2012;TOULOUSE;76;Occitanie;Serie technologique;387;154.0;383.0;154.0;332.0;133.0;165.0;141.0;23.0;3.0;Filles;15 ans ou moins;Présents;Admis;b. Admis mention bien;admis mention bien filles;13
2012;TOULOUSE;76;Occitanie;Serie technologique;387;154.0;383.0;154.0;332.0;133.0;165.0;141.0;23.0;3.0;Filles;15 ans ou moins;Présents;Admis;a. Admis mention très bien;admis mention très bien filles;1
2012;TOULOUSE;76;Occitanie;Serie technologique;387;154.0;383.0;154.0;332.0;133.0;165.0;141.0;23.0;3.0;Garçons;15 ans ou moins;Présents;Non admis;e. Non admis;non_admis_garcons;30
2012;TOULOUSE;76;Occitanie;Serie college;4999;2256.0;4811.0;2165.0;3227.0;1519.0;2167.0;917.0;124.0;19.0;Garçons;16 ans;Présents;Admis;b. Admis mention bien;admis_mention_bien_garcons;57
2012;TOULOUSE;76;Occitanie;Serie college;4999;2256.0;4811.0;2165.0;3227.0;1519.0;2167.0;917.0;124.0;19.0;Garçons;16 ans;Présents;Admis;a. Admis mention très bien;admis_mention_tres_bien_garcons;9
2012;TOULOUSE;76;Occitanie;Serie professionnelle;1409;543.0;1253.0;497.0;908.0;394.0;588.0;264.0;56.0;0.0;Filles;16 ans;Présents;Admis;a. Admis mention très bien;admis mention très bien filles;0
2012;TOULOUSE;76;Occitanie;Serie professionnelle;1409;543.0;1253.0;497.0;908.0;394.0;588.0;264.0;56.0;0.0;Garçons;16 ans;Présents;Admis;b. Admis mention bien;admis_mention_bien_garcons;37
2012;TOULOUSE;76;Occitanie;Serie professionnelle;1409;543.0;1253.0;497.0;908.0;394.0;588.0;264.0;56.0;0.0;Garçons;16 ans;Présents;Admis;a. Admis mention très bien;admis_mention_tres_bien_garcons;0
2012;TOULOUSE;76;Occitanie;Serie technologique;853;311.0;835.0;302.0;686.0;254.0;405.0;247.0;33.0;1.0;Filles;16 ans;Présents;Non admis;e. Non admis;non_admis_filles;48
2012;TOULOUSE;76;Occitanie;Serie college;468;212.0;423.0;189.0;213.0;93.0;146.0;54.0;12.0;1.0;Filles;17 ans ou plus;Présents;Admis;a. Admis mention très bien;admis mention très bien filles;0
2012;TOULOUSE;76;Occitanie;Serie professionnelle;607;269.0;427.0;197.0;245.0;105.0;176.0;56.0;13.0;0.0;Filles;17 ans ou plus;Présents;Admis;d. Admis sans mention;admis sans mention filles;74
2012;TOULOUSE;76;Occitanie;Serie professionnelle;607;269.0;427.0;197.0;245.0;105.0;176.0;56.0;13.0;0.0;Filles;17 ans ou plus;Présents;Admis;b. Admis mention bien;admis mention bien filles;6
2012;TOULOUSE;76;Occitanie;Serie professionnelle;607;269.0;427.0;197.0;245.0;105.0;176.0;56.0;13.0;0.0;Garçons;17 ans ou plus;Présents;Admis;d. Admis sans mention;admis_sans_mention_garcons;102
2012;TOULOUSE;76;Occitanie;Serie professionnelle;607;269.0;427.0;197.0;245.0;105.0;176.0;56.0;13.0;0.0;Garçons;17 ans ou plus;Présents;Admis;c. Admis mention assez bien;admis_mention_assez_bien_garcons;31
2012;TOULOUSE;76;Occitanie;Serie professionnelle;607;269.0;427.0;197.0;245.0;105.0;176.0;56.0;13.0;0.0;Garçons;17 ans ou plus;Présents;Admis;a. Admis mention très bien;admis_mention_tres_bien_garcons;0
2012;TOULOUSE;76;Occitanie;Serie technologique;144;63.0;136.0;60.0;100.0;42.0;66.0;29.0;5.0;0.0;Filles;17 ans ou plus;Non présents;Non présents;f. Non présents;non_presents_filles;3
2012;TOULOUSE;76;Occitanie;Serie technologique;144;63.0;136.0;60.0;100.0;42.0;66.0;29.0;5.0;0.0;Garçons;17 ans ou plus;Présents;Admis;b. Admis mention bien;admis_mention_bien_garcons;1
2013;MONTPELLIER;76;Occitanie;Serie professionnelle;1071;436.0;1044.0;429.0;844.0;363.0;473.0;299.0;71.0;1.0;Filles;15 ans ou moins;Présents;Admis;d. Admis sans mention;admis sans mention filles;190
2013;MONTPELLIER;76;Occitanie;Serie professionnelle;1071;436.0;1044.0;429.0;844.0;363.0;473.0;299.0;71.0;1.0;Filles;15 ans ou moins;Présents;Admis;b. Admis mention bien;admis mention bien filles;33
2013;MONTPELLIER;76;Occitanie;Serie professionnelle;1071;436.0;1044.0;429.0;844.0;363.0;473.0;299.0;71.0;1.0;Filles;15 ans ou moins;Présents;Admis;a. Admis mention très bien;admis mention très bien filles;0
2013;MONTPELLIER;76;Occitanie;Serie professionnelle;1071;436.0;1044.0;429.0;844.0;363.0;473.0;299.0;71.0;1.0;Filles;15 ans ou moins;Non présents;Non présents;f. Non présents;non_presents_filles;7
2013;MONTPELLIER;76;Occitanie;Serie generale;4865;2157.0;4524.0;2009.0;2445.0;1143.0;1810.0;526.0;93.0;16.0;Filles;16 ans;Présents;Admis;c. Admis mention assez bien;admis mention assez bien filles;268
2013;MONTPELLIER;76;Occitanie;Serie generale;4865;2157.0;4524.0;2009.0;2445.0;1143.0;1810.0;526.0;93.0;16.0;Filles;16 ans;Présents;Non admis;e. Non admis;non_admis_filles;866
2013;MONTPELLIER;76;Occitanie;Serie professionnelle;2025;815.0;1859.0;754.0;1326.0;563.0;845.0;412.0;68.0;1.0;Filles;16 ans;Présents;Admis;d. Admis sans mention;admis sans mention filles;348
2013;MONTPELLIER;76;Occitanie;Serie professionnelle;2025;815.0;1859.0;754.0;1326.0;563.0;845.0;412.0;68.0;1.0;Garçons;16 ans;Non présents;Non présents;f. Non présents;non_presents_garcons;105
2013;MONTPELLIER;76;Occitanie;Serie professionnelle;2025;815.0;1859.0;754.0;1326.0;563.0;845.0;412.0;68.0;1.0;Filles;16 ans;Présents;Non admis;e. Non admis;non_admis_filles;191
2013;MONTPELLIER;76;Occitanie;Serie professionnelle;2025;815.0;1859.0;754.0;1326.0;563.0;845.0;412.0;68.0;1.0;Garçons;16 ans;Présents;Admis;a. Admis mention très bien;admis_mention_tres_bien_garcons;0
2013;MONTPELLIER;76;Occitanie;Serie generale;459;197.0;341.0;143.0;156.0;58.0;123.0;25.0;7.0;1.0;Garçons;17 ans ou plus;Présents;Admis;b. Admis mention bien;admis_mention_bien_garcons;3
