Code_UAI;Millesime;Code_nature;nature_uai;typ_etab;Academie;Departement;NbEleve;NbEnseignant;SiEtabCentreRessource;SiProjetNumEcole;SiEntDisponible;SiProjEtabIntegreENT;Maint_PersCollect;Maint_PrestaExt;Maint_PersonnelEducNatHsEtab;Maint_PersonnelEtab;Maint_AutreNeSaitPas;Maint_Personne;NbRessourceEdit;TpRess_ManuelNum;TpRess_AnimScienLogiSimu;TpRess_Bdd;TpRess_LogiOutils;TpRess_OuvRef;TpRess_ResEntrainement;TpRess_Autres;TpRess_aucune;ServInt_NoteElev;ServInt_AbsElev;ServInt_EdtElevCls;ServInt_CahierTxt;ServInt_DocRessPeda;ServInt_AgdActuEtab;ServInt_PlatApp;ServInt_Autres;ServInt_aucun;NbTerminaux;NbTablette;NbTablettePC;NbMicroMoins5;NbMicroPortable;NbPortAffEl;NbPortAffEns;NbEleveEqASH;NbPosteEqASH;NbTBI;propClassesAvecTBI;NbVideoProj;NbClassMobile;NbLecteurMpx;NbImpr3D;AccWeb_RTC;AccWeb_CableFibreOptique;AccWeb_ADSL;AccWeb_AutresHautDebit;AccWeb_NeSaitPas;AccWeb_Aucun;DebitWeb;SiWifi;SalleInternet;PostesInfoElvHorsCours;SiPareFeuEtab;SiOuifiltrageWeb;ControlePosteriori;SiCharteUsageWeb;Diffch_AnnexeeRI;Diffch_DossierRentreeEnseignants;Diffch_CRConseilAdmin;Diffch_DiffusionParents;Diffch_Autres;AccesParentCharte;ElvAuthentif;SiVisioConferenc;SiEntUtilise;TypeMatHandi_Tablette;TypeMatHandi_OrdiPort;TypeMatHandi_LogApp;TypeMatHandi_Autre;Code_region;Libelle_region
0090012P;2019;340;Collège;C;TOULOUSE;ARIEGE;301.0;25.0;non;non;;non;oui;non;non;oui;non;non;5a9;oui;non;oui;oui;non;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;141.0;11.0;;40.0;1.0;0.0;1.0;1.0;;12.0;;5.0;0.0;;;non;oui;oui;non;non;non;10moins50;Non;50OuPlus;25.0;oui;oui;oui;oui;oui;non;oui;non;non;non;;non;;;;;;76;Occitanie
0090015T;2019;306;Lycées Polyvalents;G;TOULOUSE;ARIEGE;1375.0;122.0;oui;oui;;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;847.0;0.0;;300.0;101.0;0.0;0.0;1.0;;0.0;;53.0;4.0;;2.0;non;oui;non;non;non;non;10moins50;OuiBorneMobile;50OuPlus;45.0;oui;oui;oui;oui;oui;non;non;non;non;non;;oui;;;;;;76;Occitanie
0090573Z;2019;340;Collège;C;TOULOUSE;ARIEGE;566.0;43.0;non;oui;;oui;oui;non;non;oui;non;non;zero;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;180.0;;;70.0;8.0;3.0;2.0;1.0;;1.0;Mois20pct;38.0;0.0;;;non;oui;non;non;non;non;De2a10;;50OuPlus;10.0;oui;oui;oui;oui;oui;non;non;oui;non;ouiPersonnelEtb;;non;;;;;;76;Occitanie
0110027V;2019;320;LP;P;MONTPELLIER;AUDE;128.0;23.0;oui;oui;;oui;oui;non;non;oui;non;non;zero;non;non;non;non;non;oui;oui;non;oui;oui;oui;oui;oui;oui;oui;non;non;60.0;0.0;;20.0;0.0;;;0.0;;0.0;Mois20pct;9.0;0.0;;0.0;non;non;oui;non;non;non;10moins50;OuiPerma;50OuPlus;5.0;oui;oui;oui;oui;oui;non;non;non;non;non;;non;;;;;;76;Occitanie
0110859Z;2019;340;Collège;C;MONTPELLIER;AUDE;885.0;59.0;oui;oui;;oui;oui;non;non;oui;non;non;1a4;;;;;;;;;oui;oui;oui;oui;oui;oui;non;non;non;255.0;6.0;;121.0;42.0;0.0;0.0;0.0;;0.0;;34.0;2.0;;0.0;non;non;oui;non;non;non;De2a10;OuiBorneMobile;50OuPlus;10.0;oui;oui;non;oui;oui;oui;non;non;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0111051H;2019;340;Collège;C;MONTPELLIER;AUDE;436.0;35.0;non;oui;;oui;non;non;non;oui;non;non;1a4;oui;non;non;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;non;oui;oui;non;185.0;0.0;;185.0;20.0;0.0;18.0;0.0;;8.0;20pcta50pct;18.0;0.0;;1.0;non;oui;non;non;non;non;De2a10;Non;50OuPlus;10.0;oui;oui;non;oui;oui;non;non;non;non;ouiPersonnelEtb;;non;;;;;;76;Occitanie
0120006S;2019;306;Lycées Polyvalents;G;TOULOUSE;AVEYRON;705.0;89.0;oui;oui;;oui;non;non;non;oui;non;non;10a19;oui;oui;oui;oui;non;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;500.0;18.0;;255.0;20.0;0.0;5.0;0.0;;16.0;Mois20pct;32.0;0.0;;4.0;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;;non;;;;;;76;Occitanie
0120019F;2019;340;Collège;C;TOULOUSE;AVEYRON;220.0;19.0;non;non;;non;oui;non;oui;oui;non;non;;oui;oui;oui;oui;non;oui;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;62.0;2.0;;31.0;5.0;0.0;0.0;2.0;;2.0;Mois20pct;9.0;0.0;;1.0;non;non;oui;non;non;non;10moins50;Non;50OuPlus;8.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;;non;oui;non;oui;oui;oui;76;Occitanie
0120021H;2019;340;Collège;C;TOULOUSE;AVEYRON;378.0;25.0;non;oui;;oui;oui;non;non;non;non;non;5a9;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;79.0;;;44.0;0.0;0.0;0.0;7.0;;0.0;;15.0;0.0;;1.0;non;oui;non;non;non;non;De2a10;Non;50OuPlus;4.0;oui;oui;non;oui;oui;non;non;non;non;non;;non;;non;oui;oui;non;76;Occitanie
0120025M;2019;306;Lycées Polyvalents;G;TOULOUSE;AVEYRON;383.0;69.0;oui;oui;;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;360.0;60.0;;180.0;75.0;0.0;35.0;0.0;;15.0;20pcta50pct;45.0;1.0;;2.0;non;oui;oui;non;non;non;10moins50;Non;50OuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0120028R;2019;340;Collège;C;TOULOUSE;AVEYRON;137.0;15.0;oui;oui;;oui;non;non;oui;oui;non;non;5a9;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;50.0;4.0;;0.0;7.0;0.0;0.0;1.0;;2.0;Mois20pct;7.0;0.0;;1.0;non;oui;non;non;non;non;10moins50;Non;50OuPlus;4.0;oui;oui;oui;oui;oui;non;non;non;non;non;;non;;;;;;76;Occitanie
0120029S;2019;340;Collège;C;TOULOUSE;AVEYRON;349.0;26.0;non;oui;;oui;oui;non;oui;non;non;non;1a4;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;90.0;;;90.0;6.0;0.0;0.0;1.0;;7.0;20pcta50pct;5.0;1.0;;;non;non;oui;non;non;non;De2a10;;50OuPlus;20.0;oui;oui;;oui;oui;non;non;non;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0120101V;2019;340;Collège;C;TOULOUSE;AVEYRON;634.0;44.0;non;oui;;oui;oui;non;oui;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;191.0;3.0;;97.0;4.0;0.0;0.0;1.0;;23.0;50pctOuPlus;23.0;0.0;;2.0;non;oui;non;non;non;non;10moins50;Non;50OuPlus;17.0;oui;oui;oui;oui;oui;non;non;non;oui;ouiPersonnelEtb;;non;;;;;;76;Occitanie
0121178R;2019;370;EREA;EREA;TOULOUSE;AVEYRON;118.0;17.0;oui;oui;;oui;oui;non;non;oui;non;non;1a4;non;oui;non;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;92.0;0.0;;81.0;0.0;0.0;0.0;2.0;;5.0;20pcta50pct;9.0;0.0;;;non;oui;oui;non;non;non;100OuPlus;Non;50OuPlus;16.0;oui;oui;oui;oui;oui;oui;non;oui;non;non;;non;oui;non;non;oui;non;76;Occitanie
0300021K;2019;300;LEGT;G;MONTPELLIER;GARD;2102.0;158.0;non;oui;;oui;oui;non;non;non;non;non;zero;non;non;non;non;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;2057.0;;;200.0;1507.0;1500.0;0.0;0.0;;1.0;Mois20pct;61.0;0.0;;;non;oui;non;non;non;non;10moins50;;50OuPlus;31.0;oui;oui;oui;oui;oui;non;non;non;non;non;;oui;;;;;;76;Occitanie
0300042H;2019;340;Collège;C;MONTPELLIER;GARD;162.0;16.0;non;non;;non;non;oui;non;oui;non;non;1a4;oui;non;non;oui;oui;oui;non;non;oui;oui;oui;oui;non;oui;non;non;non;46.0;;;46.0;8.0;0.0;8.0;0.0;;1.0;;8.0;1.0;;1.0;non;oui;non;non;non;non;100OuPlus;OuiBorneMobile;50OuPlus;6.0;oui;oui;;oui;oui;non;non;non;non;non;;;;;;;;76;Occitanie
0300046M;2019;300;LEGT;G;MONTPELLIER;GARD;876.0;69.0;non;oui;;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;190.0;;;61.0;4.0;0.0;0.0;1.0;;4.0;Mois20pct;31.0;0.0;;;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;21.0;oui;oui;oui;oui;oui;non;non;non;non;non;;oui;;;;;;76;Occitanie
0301013N;2019;340;Collège;C;MONTPELLIER;GARD;452.0;42.0;oui;oui;;oui;;;;;;;;non;oui;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;112.0;12.0;;27.0;0.0;0.0;0.0;0.0;;2.0;Mois20pct;23.0;0.0;;0.0;non;oui;non;non;non;non;De2a10;OuiPerma;50OuPlus;14.0;oui;oui;non;oui;oui;non;non;non;non;ouiPersonnelEtb;;non;;;;;;76;Occitanie
0301096D;2019;340;Collège;C;MONTPELLIER;GARD;900.0;67.0;oui;oui;;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;160.0;30.0;;100.0;7.0;0.0;7.0;2.0;;1.0;Mois20pct;36.0;0.0;;1.0;non;oui;non;non;non;non;De2a10;OuiBorneMobile;50OuPlus;12.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;;oui;;;;;;76;Occitanie
0301552Z;2019;300;LEGT;G;MONTPELLIER;GARD;1309.0;99.0;non;oui;;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;1850.0;0.0;;1600.0;1450.0;1380.0;6.0;0.0;;14.0;20pcta50pct;41.0;0.0;;0.0;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;1380.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;;oui;;;;;;76;Occitanie
0301778V;2019;306;Lycées Polyvalents;G;MONTPELLIER;GARD;1281.0;111.0;oui;oui;;oui;;;;;;;10a19;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;618.0;0.0;;200.0;13.0;0.0;0.0;3.0;;25.0;Mois20pct;50.0;0.0;;1.0;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;50.0;oui;oui;non;oui;oui;non;non;non;non;non;;oui;;;;;;76;Occitanie
0310001H;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;215.0;18.0;non;oui;;oui;non;non;non;oui;oui;non;1a4;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;94.0;0.0;;63.0;15.0;0.0;0.0;1.0;;6.0;Mois20pct;8.0;1.0;;0.0;non;non;oui;non;non;non;De2a10;;50OuPlus;24.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;;non;;;;;;76;Occitanie
0310008R;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;611.0;38.0;non;oui;;oui;non;non;oui;oui;non;non;;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;200.0;20.0;;100.0;15.0;0.0;7.0;0.0;;8.0;20pcta50pct;22.0;2.0;;1.0;non;non;oui;non;non;non;De2a10;;50OuPlus;9.0;oui;oui;;oui;oui;non;non;non;non;;;non;;;;;;76;Occitanie
0310017A;2019;306;Lycées Polyvalents;G;TOULOUSE;HAUTE-GARONNE;813.0;99.0;non;oui;;oui;non;non;non;oui;non;non;10a19;oui;oui;oui;oui;non;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;528.0;15.0;;321.0;36.0;0.0;6.0;0.0;;3.0;Mois20pct;41.0;1.0;;2.0;non;oui;oui;non;non;non;De2a10;;50OuPlus;20.0;oui;oui;oui;oui;oui;non;non;non;non;non;;non;;;;;;76;Occitanie
0310019C;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;136.0;15.0;non;oui;;oui;oui;non;non;oui;non;non;10a19;non;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;70.0;0.0;;55.0;0.0;0.0;0.0;1.0;;6.0;50pctOuPlus;6.0;0.0;;1.0;non;oui;non;non;non;non;De2a10;Non;50OuPlus;29.0;oui;oui;oui;oui;oui;oui;non;oui;non;non;;non;;;;;;76;Occitanie
0310025J;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;866.0;59.0;non;oui;;oui;non;non;non;oui;non;non;10a19;oui;oui;non;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;190.0;4.0;;70.0;0.0;0.0;0.0;2.0;;3.0;Mois20pct;30.0;0.0;;;non;non;oui;non;non;non;De2a10;Non;50OuPlus;14.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0310029N;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;375.0;29.0;non;oui;;oui;non;non;non;oui;non;non;1a4;oui;non;non;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;140.0;20.0;;80.0;1.0;0.0;0.0;0.0;;5.0;20pcta50pct;15.0;0.0;;0.0;non;non;oui;non;non;non;De2a10;;50OuPlus;11.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0310038Y;2019;306;Lycées Polyvalents;G;TOULOUSE;HAUTE-GARONNE;2115.0;168.0;oui;oui;;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;800.0;0.0;;480.0;51.0;0.0;0.0;1.0;;3.0;Mois20pct;81.0;0.0;;1.0;non;oui;non;non;non;non;10moins50;OuiBorneMobile;50OuPlus;32.0;oui;oui;oui;oui;oui;oui;non;non;oui;non;;non;oui;non;non;oui;non;76;Occitanie
0310040A;2019;306;Lycées Polyvalents;G;TOULOUSE;HAUTE-GARONNE;2045.0;162.0;non;oui;;oui;oui;non;non;oui;non;non;10a19;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;oui;oui;non;1000.0;24.0;;360.0;48.0;0.0;1.0;0.0;;4.0;Mois20pct;69.0;3.0;;1.0;non;oui;non;non;non;non;10moins50;OuiBorneMobile;50OuPlus;69.0;oui;oui;oui;oui;oui;oui;oui;non;non;non;;oui;;;;;;76;Occitanie
0310047H;2019;300;LEGT;G;TOULOUSE;HAUTE-GARONNE;2377.0;182.0;non;oui;;oui;non;oui;non;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;765.0;25.0;;205.0;33.0;0.0;0.0;1.0;;3.0;Mois20pct;74.0;0.0;;0.0;non;oui;oui;non;non;non;100OuPlus;OuiPerma;50OuPlus;250.0;oui;oui;oui;oui;oui;oui;non;non;non;non;;oui;oui;;;;;76;Occitanie
0310051M;2019;320;LP;P;TOULOUSE;HAUTE-GARONNE;316.0;40.0;non;oui;;oui;oui;non;non;oui;non;non;1a4;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;223.0;0.0;;210.0;10.0;0.0;3.0;0.0;;3.0;Mois20pct;16.0;0.0;;1.0;non;oui;oui;non;non;non;10moins50;Non;50OuPlus;18.0;oui;oui;oui;non;;;;;;non;;non;;;;;;76;Occitanie
0310054R;2019;320;LP;P;TOULOUSE;HAUTE-GARONNE;580.0;67.0;non;oui;;oui;;;;;;;1a4;non;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;400.0;2.0;;128.0;65.0;0.0;15.0;8.0;;12.0;20pcta50pct;25.0;5.0;;3.0;non;oui;oui;non;non;non;10moins50;Non;50OuPlus;6.0;oui;oui;oui;oui;oui;non;non;non;non;non;;oui;;;;;;76;Occitanie
0310083X;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;504.0;41.0;non;oui;;oui;oui;non;non;oui;non;non;20ouPlus;non;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;220.0;32.0;;80.0;32.0;0.0;2.0;0.0;;0.0;Mois20pct;23.0;1.0;;1.0;non;non;oui;non;non;non;10moins50;Non;50OuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;;non;;;;;;76;Occitanie
0310085Z;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;695.0;49.0;non;oui;;oui;oui;non;non;oui;non;non;1a4;oui;non;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;850.0;720.0;;800.0;740.0;670.0;50.0;0.0;;4.0;Mois20pct;26.0;2.0;;1.0;non;oui;oui;non;non;non;100OuPlus;OuiPerma;50OuPlus;8.0;oui;oui;oui;oui;oui;non;non;oui;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0310088C;2019;320;LP;P;TOULOUSE;HAUTE-GARONNE;395.0;56.0;non;oui;;oui;oui;non;non;oui;non;non;20ouPlus;non;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;200.0;0.0;;95.0;5.0;0.0;0.0;1.0;;1.0;Mois20pct;23.0;0.0;;1.0;non;oui;oui;non;non;non;De2a10;OuiBorneMobile;50OuPlus;40.0;oui;oui;oui;oui;oui;non;non;non;non;non;;non;oui;non;oui;oui;non;76;Occitanie
0311231V;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;339.0;26.0;non;non;;oui;oui;non;oui;oui;non;non;1a4;oui;non;oui;oui;non;oui;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;118.0;0.0;;58.0;0.0;0.0;0.0;0.0;;3.0;Mois20pct;12.0;0.0;;;non;oui;non;non;non;non;De2a10;Non;50OuPlus;6.0;oui;oui;oui;oui;oui;oui;non;non;non;ouiPersonnelEtb;;non;oui;;;;;76;Occitanie
0311238C;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;472.0;34.0;non;oui;;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;non;non;non;177.0;0.0;;83.0;2.0;0.0;2.0;0.0;;8.0;20pcta50pct;17.0;0.0;;;non;non;oui;non;non;non;De2a10;Non;50OuPlus;40.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0311330C;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;795.0;60.0;non;non;;non;non;non;non;oui;non;non;20ouPlus;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;245.0;5.0;;225.0;36.0;0.0;3.0;0.0;;1.0;50pctOuPlus;32.0;0.0;;1.0;non;non;oui;non;non;non;De2a10;OuiBorneMobile;50OuPlus;20.0;oui;oui;oui;oui;oui;oui;non;non;oui;non;;oui;;;;;;76;Occitanie
0311630D;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;402.0;40.0;non;oui;;oui;non;non;non;oui;non;non;1a4;non;oui;non;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;224.0;38.0;;186.0;38.0;0.0;0.0;10.0;;7.0;Mois20pct;20.0;2.0;;1.0;non;oui;non;non;non;non;De2a10;OuiBorneMobile;50OuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;oui;non;;non;;;;;;76;Occitanie
0311632F;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;764.0;50.0;non;oui;;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;oui;non;157.0;1.0;;130.0;0.0;0.0;0.0;0.0;;1.0;Mois20pct;27.0;2.0;;;non;oui;non;non;non;non;10moins50;Non;50OuPlus;10.0;oui;oui;oui;oui;oui;non;non;oui;non;ouiPersonnelEtb;;non;;;;;;76;Occitanie
0311633G;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;711.0;60.0;non;oui;;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;281.0;38.0;;53.0;38.0;0.0;8.0;30.0;;0.0;;28.0;3.0;;2.0;non;oui;non;non;non;non;De2a10;Non;50OuPlus;7.0;oui;oui;oui;oui;oui;non;non;non;non;non;;non;;oui;non;non;non;76;Occitanie
0311688S;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;799.0;48.0;non;oui;;oui;non;non;non;oui;non;non;1a4;oui;oui;oui;oui;non;non;oui;non;oui;oui;oui;oui;oui;oui;non;non;non;130.0;0.0;;0.0;23.0;22.0;0.0;0.0;;5.0;20pcta50pct;28.0;0.0;;;non;oui;non;non;non;non;10moins50;Non;50OuPlus;5.0;oui;oui;non;oui;oui;non;non;non;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0311769E;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;690.0;52.0;non;oui;;oui;oui;non;oui;oui;non;non;5a9;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;199.0;6.0;;109.0;28.0;0.0;0.0;2.0;;14.0;20pcta50pct;28.0;2.0;;1.0;non;non;oui;non;non;non;De2a10;Non;50OuPlus;10.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;;non;oui;;;;;76;Occitanie
0312071H;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;676.0;45.0;non;oui;;oui;oui;non;oui;non;non;non;;non;non;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;200.0;;;134.0;30.0;0.0;0.0;2.0;;10.0;50pctOuPlus;24.0;1.0;;;non;oui;oui;non;non;non;10moins50;;50OuPlus;30.0;oui;oui;oui;oui;oui;non;non;non;non;ouiPersonnelEtb;;oui;;;;;;76;Occitanie
0312092F;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;283.0;24.0;non;oui;;oui;non;oui;non;oui;non;non;10a19;oui;non;oui;non;oui;non;oui;non;oui;oui;oui;oui;non;oui;non;non;non;;;;;;;;;;;;;;;;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;;oui;oui;oui;oui;non;non;non;non;oui;ouiEntiteExt;;oui;oui;;;;;76;Occitanie
0312611V;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;705.0;46.0;non;oui;;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;152.0;4.0;;70.0;2.0;0.0;0.0;0.0;;1.0;Mois20pct;25.0;0.0;;0.0;non;oui;non;non;non;non;100OuPlus;Non;50OuPlus;17.0;oui;oui;oui;oui;oui;non;non;non;non;non;;non;;;;;;76;Occitanie
0312699R;2019;340;Collège;C;TOULOUSE;HAUTE-GARONNE;543.0;37.0;non;oui;;oui;non;non;oui;oui;non;non;20ouPlus;oui;non;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;212.0;;;113.0;34.0;32.0;0.0;2.0;;11.0;Mois20pct;20.0;0.0;;1.0;non;non;oui;non;non;non;De2a10;Non;50OuPlus;12.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0312754A;2019;302;LEGT;G;TOULOUSE;HAUTE-GARONNE;1011.0;73.0;non;oui;;oui;oui;non;non;non;non;non;10a19;oui;oui;oui;oui;oui;non;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;314.0;;;211.0;25.0;0.0;0.0;0.0;;3.0;Mois20pct;34.0;1.0;;;non;oui;oui;non;non;non;10moins50;;50OuPlus;32.0;oui;oui;oui;oui;oui;non;non;non;non;ouiEntiteExt;;non;;;;;;76;Occitanie
0320002D;2019;300;LEGT;G;TOULOUSE;GERS;741.0;69.0;oui;oui;;oui;oui;non;non;oui;non;non;5a9;oui;oui;oui;oui;oui;oui;oui;non;oui;oui;oui;oui;oui;oui;non;oui;non;750.0;50.0;;200.0;100.0;35.0;15.0;0.0;;14.0;Mois20pct;60.0;2.0;;0.0;non;oui;non;non;non;non;100OuPlus;OuiPerma;50OuPlus;80.0;oui;oui;oui;oui;oui;oui;non;oui;oui;ouiPersonnelEtb;;non;oui;;;;;76;Occitanie
0320006H;2019;340;Collège;C;TOULOUSE;GERS;449.0;33.0;non;oui;;oui;oui;non;non;oui;non;non;1a4;oui;oui;oui;oui;non;non;oui;non;non;oui;oui;oui;oui;oui;non;oui;non;110.0;0.0;;81.0;0.0;0.0;0.0;0.0;;1.0;Mois20pct;16.0;0.0;;1.0;non;oui;oui;non;non;non;De2a10;Non;50OuPlus;11.0;oui;oui;non;oui;oui;oui;oui;oui;non;non;;non;oui;;;;;76;Occitanie
0320011N;2019;340;Collège;C;TOULOUSE;GERS;273.0;23.0;non;oui;;oui;oui;non;non;non;non;non;1a4;oui;oui;oui;oui;oui;non;non;non;oui;oui;oui;oui;oui;oui;non;non;non;110.0;2.0;;45.0;70.0;0.0;1.0;0.0;;1.0;Mois20pct;11.0;4.0;;;non;non;oui;non;non;non;De2a10;OuiBorneMobile;50OuPlus;15.0;oui;oui;oui;oui;oui;non;non;non;non;non;;non;;;;;;76;Occitanie
0340040J;2019;306;Lycées Polyvalents;G;MONTPELLIER;HERAULT;2500.0;192.0;non;oui;;oui;non;non;non;oui;non;non;20ouPlus;oui;non;non;non;non;non;non;non;oui;oui;oui;oui;non;non;oui;non;non;450.0;0.0;;269.0;0.0;0.0;0.0;;;13.0;Mois20pct;74.0;0.0;;0.0;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;;oui;oui;non;oui;oui;non;non;non;non;non;;oui;;;;;;76;Occitanie
0340111L;2019;340;Collège;C;MONTPELLIER;HERAULT;420.0;35.0;non;oui;;oui;non;non;non;oui;non;non;5a9;non;oui;oui;oui;oui;oui;non;non;oui;oui;oui;oui;oui;oui;oui;non;non;320.0;0.0;;190.0;8.0;0.0;0.0;;;5.0;Mois20pct;74.0;1.0;;0.0;non;oui;non;non;non;non;10moins50;OuiPerma;50OuPlus;5.0;oui;oui;oui;oui;oui;non;non;non;non;non;;oui;;;;;;76;Occitanie
